year,season,league_name,week,team_1,team_2,set_number,state
2017.0,spring,ECS,1,Raise Gaming,TWOTWOEIGHT,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,Team Yetti,ahq Fighter,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,Team Yetti,ahq Fighter,2.0,this row doesn't have MH_url
2017.0,spring,ECS,1,J Team 2,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,J Team 2,NonHK,2.0,this row doesn't have MH_url
2017.0,spring,ECS,1,WingsOflibeRty,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,WingsOflibeRty,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,1,ahq Fighter,TWOTWOEIGHT,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,Team Yetti,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,Team Yetti,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,spring,ECS,1,Cougar E-Sport,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,Cougar E-Sport,NonHK,2.0,this row doesn't have MH_url
2017.0,spring,ECS,1,WingsOflibeRty,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,1,WingsOflibeRty,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,2,Raise Gaming,ahq Fighter,1.0,this row doesn't have MH_url
2017.0,spring,ECS,2,Raise Gaming,ahq Fighter,2.0,this row doesn't have MH_url
2017.0,spring,ECS,2,TWOTWOEIGHT,Team Yetti,1.0,this row doesn't have MH_url
2017.0,spring,ECS,2,TWOTWOEIGHT,Team Yetti,2.0,this row doesn't have MH_url
2017.0,spring,ECS,2,J Team 2,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,2,J Team 2,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,2,NonHK,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,2,NonHK,WingsOflibeRty,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,NonHK,TWOTWOEIGHT,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,NonHK,TWOTWOEIGHT,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,J Team 2,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,J Team 2,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,Cougar E-Sport,ahq Fighter,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,Cougar E-Sport,ahq Fighter,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,WingsOflibeRty,Team Yetti,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,WingsOflibeRty,Team Yetti,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,Raise Gaming,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,Raise Gaming,NonHK,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,TWOTWOEIGHT,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,TWOTWOEIGHT,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,Team Yetti,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,Team Yetti,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,3,ahq Fighter,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,3,ahq Fighter,WingsOflibeRty,2.0,this row doesn't have MH_url
2017.0,spring,ECS,4,WingsOflibeRty,TWOTWOEIGHT,1.0,this row doesn't have MH_url
2017.0,spring,ECS,4,WingsOflibeRty,TWOTWOEIGHT,2.0,this row doesn't have MH_url
2017.0,spring,ECS,4,Cougar E-Sport,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,spring,ECS,4,Cougar E-Sport,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,spring,ECS,4,J Team 2,ahq Fighter,1.0,this row doesn't have MH_url
2017.0,spring,ECS,4,J Team 2,ahq Fighter,2.0,this row doesn't have MH_url
2017.0,spring,ECS,4,NonHK,Team Yetti,1.0,this row doesn't have MH_url
2017.0,spring,ECS,4,NonHK,Team Yetti,2.0,this row doesn't have MH_url
2017.0,spring,ECS,4,Raise Gaming,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,4,Raise Gaming,WingsOflibeRty,2.0,this row doesn't have MH_url
2017.0,spring,ECS,4,TWOTWOEIGHT,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,4,TWOTWOEIGHT,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,5,Team Yetti,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,5,Team Yetti,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,5,ahq Fighter,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,5,ahq Fighter,NonHK,2.0,this row doesn't have MH_url
2017.0,spring,ECS,5,ahq Fighter,Team Yetti,1.0,this row doesn't have MH_url
2017.0,spring,ECS,5,ahq Fighter,Team Yetti,2.0,this row doesn't have MH_url
2017.0,spring,ECS,5,TWOTWOEIGHT,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,spring,ECS,5,TWOTWOEIGHT,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,spring,ECS,5,Cougar E-Sport,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,5,NonHK,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,5,NonHK,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,6,Raise Gaming,Team Yetti,1.0,this row doesn't have MH_url
2017.0,spring,ECS,6,Raise Gaming,Team Yetti,2.0,this row doesn't have MH_url
2017.0,spring,ECS,6,TWOTWOEIGHT,ahq Fighter,1.0,this row doesn't have MH_url
2017.0,spring,ECS,6,TWOTWOEIGHT,ahq Fighter,2.0,this row doesn't have MH_url
2017.0,spring,ECS,6,J Team 2,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,6,NonHK,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,6,NonHK,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,6,Team Yetti,TWOTWOEIGHT,1.0,this row doesn't have MH_url
2017.0,spring,ECS,6,Team Yetti,TWOTWOEIGHT,2.0,this row doesn't have MH_url
2017.0,spring,ECS,6,ahq Fighter,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,spring,ECS,6,ahq Fighter,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,spring,ECS,7,WingsOflibeRty,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,7,Cougar E-Sport,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,7,Cougar E-Sport,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,7,Raise Gaming,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,7,Raise Gaming,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,7,TWOTWOEIGHT,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,7,TWOTWOEIGHT,NonHK,2.0,this row doesn't have MH_url
2017.0,spring,ECS,7,Team Yetti,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,7,ahq Fighter,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,7,ahq Fighter,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,8,J Team 2,TWOTWOEIGHT,1.0,this row doesn't have MH_url
2017.0,spring,ECS,8,J Team 2,TWOTWOEIGHT,2.0,this row doesn't have MH_url
2017.0,spring,ECS,8,NonHK,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,spring,ECS,8,NonHK,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,spring,ECS,8,WingsOflibeRty,ahq Fighter,1.0,this row doesn't have MH_url
2017.0,spring,ECS,8,Cougar E-Sport,Team Yetti,1.0,this row doesn't have MH_url
2017.0,spring,ECS,8,Cougar E-Sport,Team Yetti,2.0,this row doesn't have MH_url
2017.0,spring,ECS,8,Raise Gaming,Cougar E-Sport,1.0,this row doesn't have MH_url
2017.0,spring,ECS,8,Raise Gaming,Cougar E-Sport,2.0,this row doesn't have MH_url
2017.0,spring,ECS,8,TWOTWOEIGHT,WingsOflibeRty,1.0,this row doesn't have MH_url
2017.0,spring,ECS,9,Team Yetti,NonHK,1.0,this row doesn't have MH_url
2017.0,spring,ECS,9,Team Yetti,NonHK,2.0,this row doesn't have MH_url
2017.0,spring,ECS,9,ahq Fighter,J Team 2,1.0,this row doesn't have MH_url
2017.0,spring,ECS,9,ahq Fighter,J Team 2,2.0,this row doesn't have MH_url
2017.0,spring,ECS,9,Cougar E-Sport,TWOTWOEIGHT,1.0,this row doesn't have MH_url
