match_id,set_number,set_match_id,league_id,year,season,date,home_team_id,away_team_id,tiebreaker,match_round,team_1,team_2,league_name,ckpm,game_length
104,2,148,6,2018,spring,2018-03-21,405,201,0,5,Operation Kino,T Show,BRCC,0.8932,1948.0
105,1,149,6,2018,spring,2018-03-21,208,345,0,5,Flamengo,5Fox,BRCC,0.3689,2440.0
105,2,150,6,2018,spring,2018-03-21,208,345,0,5,Flamengo,5Fox,BRCC,0.6433,1772.0
853,1,1188,8,2017,summer,2017-08-06,182,429,0,9,Griffin,SeolHaeOne Prince,Challengers Korea,,
853,2,1189,8,2017,summer,2017-08-06,182,429,0,9,Griffin,SeolHaeOne Prince,Challengers Korea,,
980,1,1480,8,2019,spring,2019-01-28,118,60,0,2,hyFresh Blade,bbq,Challengers Korea,,
1258,1,2070,10,2020,spring,2020-01-22,425,1,0,1,mCon Rotterdam,Echo Zulu,DL,,
1259,1,2071,10,2020,spring,2020-01-22,169,180,0,1,THRILL,PSV,DL,,
1260,1,2072,10,2020,spring,2020-01-22,425,340,0,1,mCon Rotterdam,Dynasty,DL,,
1261,1,2073,10,2020,spring,2020-01-22,169,289,0,1,THRILL,Defusekids,DL,,
1262,1,2074,10,2020,spring,2020-01-29,180,340,0,2,PSV,Dynasty,DL,,
1263,1,2075,10,2020,spring,2020-01-29,1,289,0,2,Echo Zulu,Defusekids,DL,,
1264,1,2076,10,2020,spring,2020-01-29,180,425,0,2,PSV,mCon Rotterdam,DL,,
1265,1,2077,10,2020,spring,2020-01-29,1,169,0,2,Echo Zulu,THRILL,DL,,
1266,1,2078,10,2020,spring,2020-02-05,340,169,0,3,Dynasty,THRILL,DL,,
1267,1,2079,10,2020,spring,2020-02-05,289,425,0,3,Defusekids,mCon Rotterdam,DL,,
1268,1,2080,10,2020,spring,2020-02-05,340,1,0,3,Dynasty,Echo Zulu,DL,,
1269,1,2081,10,2020,spring,2020-02-05,289,180,0,3,Defusekids,PSV,DL,,
1270,1,2082,10,2020,spring,2020-02-12,425,169,0,4,mCon Rotterdam,THRILL,DL,,
1271,1,2083,10,2020,spring,2020-02-12,340,289,0,4,Dynasty,Defusekids,DL,,
1272,1,2084,10,2020,spring,2020-03-11,1,180,0,4,Echo Zulu,PSV,DL,,
1273,1,2085,10,2020,spring,2020-02-19,169,289,0,5,THRILL,Defusekids,DL,,
1274,1,2086,10,2020,spring,2020-02-19,425,340,0,5,mCon Rotterdam,Dynasty,DL,,
1275,1,2087,10,2020,spring,2020-02-19,169,180,0,5,THRILL,PSV,DL,,
1276,1,2088,10,2020,spring,2020-02-19,425,1,0,5,mCon Rotterdam,Echo Zulu,DL,,
1277,1,2089,10,2020,spring,2020-02-26,1,169,0,6,Echo Zulu,THRILL,DL,,
1278,1,2090,10,2020,spring,2020-02-26,180,425,0,6,PSV,mCon Rotterdam,DL,,
1279,1,2091,10,2020,spring,2020-02-26,1,289,0,6,Echo Zulu,Defusekids,DL,,
1280,1,2092,10,2020,spring,2020-02-26,180,340,0,6,PSV,Dynasty,DL,,
1281,1,2093,10,2020,spring,2020-03-04,289,180,0,7,Defusekids,PSV,DL,,
1282,1,2094,10,2020,spring,2020-03-04,340,1,0,7,Dynasty,Echo Zulu,DL,,
1283,1,2095,10,2020,spring,2020-03-04,289,425,0,7,Defusekids,mCon Rotterdam,DL,,
1284,1,2096,10,2020,spring,2020-03-04,340,169,0,7,Dynasty,THRILL,DL,,
1285,1,2097,10,2020,spring,2020-03-11,340,289,0,8,Dynasty,Defusekids,DL,,
1286,1,2098,10,2020,spring,2020-03-11,1,180,0,8,Echo Zulu,PSV,DL,,
