year,season,league_name,week,team_1,team_2,set_number,state
2017.0,summer,LMS,1,J Team,Wayi Spider,1.0,this row doesn't have MH_url
2017.0,summer,LMS,1,J Team,Wayi Spider,2.0,this row doesn't have MH_url
2017.0,summer,LMS,1,Machi Esports,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,summer,LMS,1,Machi Esports,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,summer,LMS,1,Machi Esports,Raise Gaming,3.0,this row doesn't have MH_url
2017.0,summer,LMS,1,J Team,Hong Kong Attitude,1.0,this row doesn't have MH_url
2017.0,summer,LMS,1,J Team,Hong Kong Attitude,2.0,this row doesn't have MH_url
2017.0,summer,LMS,1,AHQ,Wayi Spider,1.0,this row doesn't have MH_url
2017.0,summer,LMS,1,AHQ,Wayi Spider,2.0,this row doesn't have MH_url
2017.0,summer,LMS,1,AHQ,Hong Kong Attitude,1.0,this row doesn't have MH_url
2017.0,summer,LMS,1,AHQ,Hong Kong Attitude,2.0,this row doesn't have MH_url
2017.0,summer,LMS,1,AHQ,Hong Kong Attitude,3.0,this row doesn't have MH_url
2017.0,summer,LMS,1,Fireball,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,summer,LMS,1,Fireball,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Wayi Spider,Fireball,1.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Wayi Spider,Fireball,2.0,this row doesn't have MH_url
2017.0,summer,LMS,2,J Team,Machi Esports,1.0,this row doesn't have MH_url
2017.0,summer,LMS,2,J Team,Machi Esports,2.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Hong Kong Attitude,Raise Gaming,1.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Hong Kong Attitude,Raise Gaming,2.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Wayi Spider,Flash Wolves,1.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Wayi Spider,Flash Wolves,2.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Raise Gaming,Flash Wolves,1.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Raise Gaming,Flash Wolves,2.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Machi Esports,AHQ,1.0,this row doesn't have MH_url
2017.0,summer,LMS,2,Machi Esports,AHQ,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Machi Esports,Wayi Spider,1.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Machi Esports,Wayi Spider,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Machi Esports,Wayi Spider,3.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Hong Kong Attitude,Fireball,1.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Hong Kong Attitude,Fireball,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Hong Kong Attitude,Fireball,3.0,this row doesn't have MH_url
2017.0,summer,LMS,3,J Team,AHQ,1.0,this row doesn't have MH_url
2017.0,summer,LMS,3,J Team,AHQ,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Flash Wolves,Fireball,1.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Flash Wolves,Fireball,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Hong Kong Attitude,Flash Wolves,1.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Hong Kong Attitude,Flash Wolves,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Raise Gaming,J Team,1.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Raise Gaming,J Team,2.0,this row doesn't have MH_url
2017.0,summer,LMS,3,Raise Gaming,J Team,3.0,this row doesn't have MH_url
2017.0,summer,LMS,4,Fireball,J Team,1.0,this row doesn't have MH_url
2017.0,summer,LMS,4,Fireball,J Team,2.0,this row doesn't have MH_url
2017.0,summer,LMS,4,Flash Wolves,Machi Esports,1.0,this row doesn't have MH_url
2017.0,summer,LMS,4,Flash Wolves,Machi Esports,2.0,this row doesn't have MH_url
