year,season,league_name,week,team_1,team_2,set_number,game_length,state,side,team,result,total_golds,total_kills,tower_kills,inhibitor_kills,baron_kills,dragon_kills,rift_kills,ban1,ban2,ban3,ban4,ban5
2019.0,spring,LCS_a,1,Clutch Gaming Academy,TSM Academy,1.0,33:53,OK,blue,CG,   DEFEAT   ,55.9k,7,  3 ,  0 ,  0 ,  1 ,  0 ,Aatrox,Yasuo,Akali,Lissandra,Kennen
2019.0,spring,LCS_a,1,Clutch Gaming Academy,TSM Academy,1.0,33:53,OK,red,TSM,   VICTORY   ,65.5k,25,  9 ,  1 ,  1 ,  3 ,  1 ,Lucian,Cassiopeia,Galio,Alistar,Morgana
