year,season,league_name,week,team_1,team_2,set_number,state,game_length,side,team,result,total_golds,total_kills,tower_kills,inhibitor_kills,baron_kills,dragon_kills,rift_kills,ban1,ban2,ban3,ban4,ban5
2020.0,summer,LEC,6,Fnatic,Origen,1.0,OK,31:30,red,FNC,   VICTORY   ,63.6k,22,  9 ,  2 ,  0 ,  5 ,  0 ,Thresh,TwistedFate,Volibear,Zoe,Lucian
2020.0,summer,LEC,6,G2,Rogue,1.0,OK,37:46,blue,RGE,   DEFEAT   ,64.4k,18,  6 ,  1 ,  0 ,  3 ,  2 ,Ezreal,TwistedFate,Volibear,RekSai,MonkeyKing
2020.0,summer,LEC,6,G2,Rogue,1.0,OK,37:46,red,G2,   VICTORY   ,68.8k,14,  8 ,  1 ,  2 ,  2 ,  0 ,Thresh,Kalista,Orianna,Olaf,Ornn
2020.0,summer,LEC,7,FC Schalke,Excel Esports,1.0,OK,27:31,blue,S04,   VICTORY   ,53.0k,12,  10 ,  2 ,  1 ,  1 ,  2 ,Thresh,Volibear,Caitlyn,Olaf,Trundle
2020.0,summer,LEC,7,FC Schalke,Excel Esports,1.0,OK,27:31,red,XL,   DEFEAT   ,40.8k,4,  1 ,  0 ,  0 ,  2 ,  0 ,Orianna,Azir,Sona,Corki,Cassiopeia
2020.0,summer,LEC,7,Misfits,SK Gaming,1.0,OK,42:41,blue,MSF,   VICTORY   ,79.7k,15,  10 ,  2 ,  3 ,  3 ,  1 ,Bard,Senna,Volibear,Trundle,Ornn
2020.0,summer,LEC,7,Misfits,SK Gaming,1.0,OK,42:41,red,SK,   DEFEAT   ,71.2k,17,  2 ,  0 ,  0 ,  4 ,  1 ,Kalista,Azir,Thresh,Nautilus,Fiddlesticks
2020.0,summer,LEC,7,MAD,Origen,1.0,OK,27:31,blue,OG,   DEFEAT   ,47.7k,9,  4 ,  0 ,  0 ,  1 ,  2 ,LeeSin,Pantheon,Senna,Olaf,Khazix
2020.0,summer,LEC,7,MAD,Origen,1.0,OK,27:31,red,MAD,   VICTORY   ,51.6k,17,  6 ,  1 ,  1 ,  3 ,  0 ,Volibear,Orianna,Kalista,Sett,Gangplank
2020.0,summer,LEC,7,Team Vitality,G2,1.0,OK,28:07,blue,G2,   VICTORY   ,55.7k,14,  11 ,  3 ,  1 ,  4 ,  2 ,Ezreal,Khazix,Karma,Shen,Gangplank
2020.0,summer,LEC,7,Team Vitality,G2,1.0,OK,28:07,red,VIT,   DEFEAT   ,40.4k,4,  0 ,  0 ,  0 ,  0 ,  0 ,Syndra,TwistedFate,Volibear,Olaf,Camille
2020.0,summer,LEC,7,Fnatic,Rogue,1.0,OK,35:15,blue,RGE,   VICTORY   ,65.4k,15,  10 ,  2 ,  1 ,  4 ,  0 ,Ezreal,Khazix,Gangplank,Caitlyn,Jhin
2020.0,summer,LEC,7,Fnatic,Rogue,1.0,OK,35:15,red,FNC,   DEFEAT   ,55.6k,5,  4 ,  0 ,  0 ,  1 ,  2 ,Thresh,Volibear,Kalista,Olaf,Trundle
2020.0,summer,LEC,7,Origen,FC Schalke,1.0,OK,34:59,blue,S04,   VICTORY   ,65.6k,17,  10 ,  1 ,  1 ,  3 ,  2 ,Thresh,Kalista,Volibear,Camille,Gangplank
2020.0,summer,LEC,7,Origen,FC Schalke,1.0,OK,34:59,red,OG,   DEFEAT   ,53.0k,5,  1 ,  0 ,  0 ,  2 ,  0 ,Azir,Olaf,Orianna,Nocturne,Khazix
2020.0,summer,LEC,7,Misfits,Excel Esports,1.0,OK,33:15,blue,XL,   VICTORY   ,63.0k,10,  11 ,  2 ,  1 ,  4 ,  2 ,Azir,Syndra,LeeSin,Vladimir,TahmKench
2020.0,summer,LEC,7,Misfits,Excel Esports,1.0,OK,33:15,red,MSF,   DEFEAT   ,50.4k,5,  0 ,  0 ,  0 ,  1 ,  0 ,Volibear,Aphelios,Camille,Thresh,Trundle
2020.0,summer,LEC,7,Rogue,SK Gaming,1.0,OK,28:22,blue,SK,   VICTORY   ,52.4k,4,  9 ,  1 ,  1 ,  5 ,  1 ,Kalista,Azir,Senna,Ekko,Corki
2020.0,summer,LEC,7,Rogue,SK Gaming,1.0,OK,28:22,red,RGE,   DEFEAT   ,51.2k,7,  6 ,  0 ,  0 ,  0 ,  1 ,Ezreal,Volibear,Orianna,Sion,Chogath
2020.0,summer,LEC,7,Team Vitality,MAD,1.0,OK,38:43,blue,MAD,   DEFEAT   ,66.9k,8,  9 ,  2 ,  0 ,  2 ,  1 ,Khazix,Bard,Volibear,Zoe,Azir
2020.0,summer,LEC,7,Team Vitality,MAD,1.0,OK,38:43,red,VIT,   VICTORY   ,71.4k,21,  7 ,  1 ,  1 ,  4 ,  1 ,TwistedFate,Sona,Kalista,Blitzcrank,Renekton
2020.0,summer,LEC,7,G2,Fnatic,1.0,OK,34:37,blue,G2,   VICTORY   ,68.3k,25,  10 ,  3 ,  1 ,  3 ,  2 ,Khazix,Thresh,Senna,Bard,TahmKench
2020.0,summer,LEC,7,G2,Fnatic,1.0,OK,34:37,red,FNC,   DEFEAT   ,60.1k,9,  2 ,  0 ,  0 ,  2 ,  0 ,Kalista,Syndra,Ezreal,Zoe,TwistedFate
2020.0,summer,LEC,8,Team Vitality,Rogue,1.0,OK,41:37,blue,VIT,   VICTORY   ,76.0k,10,  11 ,  5 ,  2 ,  4 ,  2 ,Azir,Syndra,Senna,Renekton,Gangplank
2020.0,summer,LEC,8,Team Vitality,Rogue,1.0,OK,41:37,red,RGE,   DEFEAT   ,68.0k,8,  3 ,  0 ,  0 ,  2 ,  0 ,Ezreal,Kalista,Orianna,Zoe,Ryze
2020.0,summer,LEC,8,Origen,Excel Esports,1.0,OK,46:12,blue,XL,   VICTORY   ,80.1k,10,  7 ,  1 ,  0 ,  5 ,  2 ,Gangplank,Ezreal,Orianna,Yuumi,Thresh
2020.0,summer,LEC,8,Origen,Excel Esports,1.0,OK,46:12,red,OG,   DEFEAT   ,77.2k,9,  9 ,  2 ,  1 ,  3 ,  0 ,Kalista,Senna,Volibear,Sejuani,Lux
2020.0,summer,LEC,8,Fnatic,FC Schalke,1.0,OK,30:16,blue,S04,   VICTORY   ,59.3k,24,  8 ,  1 ,  1 ,  2 ,  1 ,Thresh,Tristana,Gangplank,Nautilus,Leona
2020.0,summer,LEC,8,Fnatic,FC Schalke,1.0,OK,30:16,red,FNC,   DEFEAT   ,51.5k,10,  2 ,  0 ,  0 ,  3 ,  1 ,Senna,Caitlyn,Volibear,Khazix,LeeSin
2020.0,summer,LEC,8,Misfits,MAD,1.0,OK,30:38,blue,MAD,   VICTORY   ,57.1k,15,  11 ,  3 ,  1 ,  4 ,  2 ,Sett,Gangplank,Fiddlesticks,Camille,Nautilus
2020.0,summer,LEC,8,Misfits,MAD,1.0,OK,30:38,red,MSF,   DEFEAT   ,46.0k,2,  0 ,  0 ,  0 ,  1 ,  0 ,Kalista,Volibear,Sona,KogMaw,Syndra
2020.0,summer,LEC,8,G2,SK Gaming,1.0,OK,35:47,blue,G2,   VICTORY   ,69.5k,19,  10 ,  2 ,  1 ,  3 ,  2 ,Yuumi,Karma,Sett,Renekton,Mordekaiser
2020.0,summer,LEC,8,G2,SK Gaming,1.0,OK,35:47,red,SK,   DEFEAT   ,55.2k,9,  2 ,  0 ,  0 ,  3 ,  0 ,Kalista,Volibear,Leblanc,Camille,Olaf
2020.0,summer,LEC,8,Team Vitality,FC Schalke,1.0,OK,35:48,blue,S04,   VICTORY   ,65.6k,20,  9 ,  2 ,  1 ,  3 ,  1 ,Thresh,Kalista,Sona,TwistedFate,Leblanc
2020.0,summer,LEC,8,Team Vitality,FC Schalke,1.0,OK,35:48,red,VIT,   DEFEAT   ,55.5k,5,  3 ,  0 ,  0 ,  2 ,  1 ,Azir,Senna,Caitlyn,Olaf,Sejuani
2020.0,summer,LEC,8,Origen,SK Gaming,1.0,OK,30:12,blue,SK,   VICTORY   ,56.6k,17,  9 ,  2 ,  1 ,  4 ,  2 ,Kalista,Gangplank,Thresh,Corki,Jayce
2020.0,summer,LEC,8,Origen,SK Gaming,1.0,OK,30:12,red,OG,   DEFEAT   ,50.2k,8,  4 ,  0 ,  0 ,  1 ,  0 ,Caitlyn,Yuumi,Volibear,Khazix,Fiddlesticks
2020.0,summer,LEC,8,Fnatic,Excel Esports,1.0,OK,34:57,blue,XL,   DEFEAT   ,56.2k,7,  2 ,  0 ,  0 ,  3 ,  1 ,Gangplank,Thresh,Ezreal,Zilean,Shen
2020.0,summer,LEC,8,Fnatic,Excel Esports,1.0,OK,34:57,red,FNC,   VICTORY   ,68.7k,19,  10 ,  2 ,  2 ,  3 ,  1 ,Volibear,Camille,Sett,MonkeyKing,Sejuani
2020.0,summer,LEC,8,Misfits,G2,1.0,OK,37:24,blue,MSF,   DEFEAT   ,64.2k,19,  0 ,  0 ,  0 ,  2 ,  0 ,Kalista,Syndra,Volibear,Mordekaiser,Lillia
2020.0,summer,LEC,8,Misfits,G2,1.0,OK,37:24,red,G2,   VICTORY   ,73.1k,25,  11 ,  3 ,  2 ,  4 ,  2 ,Thresh,Gangplank,Fiddlesticks,Azir,LeeSin
2020.0,summer,LEC,8,MAD,Rogue,1.0,OK,35:30,blue,RGE,   VICTORY   ,63.5k,20,  8 ,  2 ,  0 ,  2 ,  0 ,Ezreal,Sona,Caitlyn,Syndra,Camille
2020.0,summer,LEC,8,MAD,Rogue,1.0,OK,35:30,red,MAD,   DEFEAT   ,57.4k,9,  3 ,  0 ,  0 ,  4 ,  1 ,Senna,Orianna,Kalista,Sett,TahmKench
2020.0,summer,LEC,8,Team Vitality,Misfits,1.0,OK,43:13,blue,MSF,   VICTORY   ,76.1k,14,  7 ,  1 ,  2 ,  2 ,  2 ,Kalista,Thresh,Volibear,LeeSin,Renekton
2020.0,summer,LEC,8,Team Vitality,Misfits,1.0,OK,43:13,red,VIT,   DEFEAT   ,71.8k,17,  5 ,  0 ,  1 ,  4 ,  0 ,Gangplank,Azir,Morgana,Zoe,Fiddlesticks
2020.0,summer,LEC,8,MAD,FC Schalke,1.0,OK,35:04,blue,MAD,   DEFEAT   ,56.2k,10,  3 ,  0 ,  0 ,  2 ,  2 ,Azir,Camille,Senna,Khazix,Syndra
2020.0,summer,LEC,8,MAD,FC Schalke,1.0,OK,35:04,red,S04,   VICTORY   ,64.2k,20,  6 ,  1 ,  0 ,  4 ,  0 ,Sona,Caitlyn,Thresh,Gangplank,Orianna
2020.0,summer,LEC,8,Rogue,Origen,1.0,OK,34:50,blue,OG,   DEFEAT   ,50.8k,5,  1 ,  0 ,  0 ,  0 ,  1 ,Azir,Kalista,Gangplank,Ornn,Blitzcrank
2020.0,summer,LEC,8,Rogue,Origen,1.0,OK,34:50,red,RGE,   VICTORY   ,62.3k,13,  9 ,  2 ,  1 ,  5 ,  1 ,Ezreal,Caitlyn,Orianna,Camille,Corki
2020.0,summer,LEC,8,G2,Excel Esports,1.0,OK,27:54,blue,G2,   VICTORY   ,55.3k,17,  10 ,  2 ,  1 ,  3 ,  2 ,Karma,Senna,Morgana,TahmKench,Nautilus
2020.0,summer,LEC,8,G2,Excel Esports,1.0,OK,27:54,red,XL,   DEFEAT   ,46.8k,12,  1 ,  0 ,  0 ,  1 ,  0 ,Syndra,Orianna,Kalista,Mordekaiser,Malphite
2020.0,summer,LEC,8,Fnatic,SK Gaming,1.0,OK,30:36,blue,FNC,   VICTORY   ,60.1k,25,  7 ,  1 ,  1 ,  2 ,  0 ,Yuumi,Bard,Caitlyn,Shen,Malphite
2020.0,summer,LEC,8,Fnatic,SK Gaming,1.0,OK,30:36,red,SK,   DEFEAT   ,51.6k,13,  3 ,  0 ,  0 ,  3 ,  1 ,Gangplank,Khazix,Syndra,Corki,Orianna
