year,season,league_name,week,team_1,team_2,set_number,state,game_length,side,team,result,total_golds,total_kills,tower_kills,inhibitor_kills,baron_kills,dragon_kills,rift_kills,ban1,ban2,ban3,ban4,ban5
2020.0,spring,TPL_a,7,SuperMassive Academy,Fenerbahce Academy,1.0,OK,25:44,blue,FB,   DEFEAT   ,36.4k,3,  1 ,  0 ,  0 ,  0 ,  2 ,Pantheon,MonkeyKing,Thresh,RekSai,Karthus
2020.0,spring,TPL_a,7,SuperMassive Academy,Fenerbahce Academy,1.0,OK,25:44,red,SUP,   VICTORY   ,50.5k,22,  9 ,  1 ,  1 ,  4 ,  0 ,LeeSin,Elise,Sett,Senna,Varus
2020.0,spring,TPL_a,7,Royal Youth Academy,5 Ronin Academy,1.0,OK,19:58,blue,5R,   VICTORY   ,39.8k,17,  8 ,  1 ,  0 ,  2 ,  2 ,Olaf,Ornn,JarvanIV,Irelia,Zoe
2020.0,spring,TPL_a,7,Royal Youth Academy,5 Ronin Academy,1.0,OK,19:58,red,RYL,   DEFEAT   ,27.6k,4,  0 ,  0 ,  0 ,  0 ,  0 ,Pantheon,MonkeyKing,Syndra,Gangplank,Qiyana
2020.0,spring,TPL_a,8,Besiktas Academy,Istanbul Wildcats Academy,1.0,OK,24:02,blue,IW,   DEFEAT   ,34.9k,3,  0 ,  0 ,  0 ,  0 ,  0 ,Mordekaiser,Sejuani,Senna,Gragas,Syndra
2020.0,spring,TPL_a,8,Besiktas Academy,Istanbul Wildcats Academy,1.0,OK,24:02,red,BJK,   VICTORY   ,47.2k,14,  8 ,  1 ,  1 ,  4 ,  2 ,Trundle,TahmKench,Thresh,Elise,
2020.0,spring,TPL_a,8,Fenerbahce Academy,Dark Passage Academy,1.0,OK,34:36,blue,DP,   VICTORY   ,65.1k,23,  8 ,  1 ,  1 ,  2 ,  2 ,Qiyana,Ornn,Thresh,Sett,Mordekaiser
2020.0,spring,TPL_a,8,Fenerbahce Academy,Dark Passage Academy,1.0,OK,34:36,red,FB,   DEFEAT   ,56.9k,15,  1 ,  0 ,  1 ,  3 ,  0 ,Karthus,Camille,Pantheon,Yasuo,Aatrox
2020.0,spring,TPL_a,8,5 Ronin Academy,AURORA Academy,1.0,OK,31:25,blue,AUR,   VICTORY   ,58.2k,23,  10 ,  2 ,  2 ,  3 ,  1 ,Syndra,Varus,MissFortune,Vayne,Aatrox
2020.0,spring,TPL_a,8,5 Ronin Academy,AURORA Academy,1.0,OK,31:25,red,5R,   DEFEAT   ,49.6k,10,  3 ,  0 ,  0 ,  2 ,  1 ,JarvanIV,Kalista,Olaf,Sylas,TahmKench
2020.0,spring,TPL_a,8,Galakticos Academy,SuperMassive Academy,1.0,OK,32:00,blue,SUP,   VICTORY   ,66.3k,25,  11 ,  2 ,  1 ,  4 ,  2 ,Karthus,Ornn,JarvanIV,Renekton,Cassiopeia
2020.0,spring,TPL_a,8,Galakticos Academy,SuperMassive Academy,1.0,OK,32:00,red,GAL,   DEFEAT   ,51.7k,9,  0 ,  0 ,  0 ,  1 ,  0 ,Kalista,Pantheon,Sett,Olaf,Sejuani
2020.0,spring,TPL_a,8,Dark Passage Academy,Royal Youth Academy,1.0,OK,33:10,blue,RYL,   DEFEAT   ,62.2k,27,  8 ,  1 ,  1 ,  3 ,  2 ,Yasuo,Kalista,Karthus,Diana,Camille
2020.0,spring,TPL_a,8,Dark Passage Academy,Royal Youth Academy,1.0,OK,33:10,red,DP,   VICTORY   ,66.8k,29,  8 ,  1 ,  1 ,  2 ,  0 ,Ornn,Nautilus,Senna,Renekton,Lucian
2020.0,spring,TPL_a,8,AURORA Academy,Galakticos Academy,1.0,OK,38:39,blue,GAL,   DEFEAT   ,65.2k,12,  5 ,  0 ,  0 ,  3 ,  2 ,Yuumi,Senna,JarvanIV,Renekton,Aatrox
2020.0,spring,TPL_a,8,AURORA Academy,Galakticos Academy,1.0,OK,38:39,red,AUR,   VICTORY   ,69.7k,13,  9 ,  1 ,  1 ,  4 ,  0 ,Thresh,Varus,LeeSin,Cassiopeia,Leblanc
2020.0,spring,TPL_a,8,Istanbul Wildcats Academy,Fenerbahce Academy,1.0,OK,25:39,blue,FB,   DEFEAT   ,40.9k,18,  0 ,  0 ,  0 ,  0 ,  0 ,Tryndamere,Riven,Shaco,TahmKench,Irelia
2020.0,spring,TPL_a,8,Istanbul Wildcats Academy,Fenerbahce Academy,1.0,OK,25:39,red,IW,   VICTORY   ,59.1k,40,  11 ,  3 ,  1 ,  3 ,  1 ,Kennen,Kalista,Amumu,Renekton,Fizz
2020.0,spring,TPL_a,8,5 Ronin Academy,Besiktas Academy,1.0,AttributeError,,,,,,,,,,,,,,,,
