date,league_name,year,season,team_1,team_2,betting_site,special:game_win:home,special:game_win:away,saved_time,special:Team to Score a Penta Kill:home,special:Team to Score a Penta Kill:away,special:Team to Score a Quadra Kill:home,special:Team to Score a Quadra Kill:away
2020-09-17,World Championship,2020.0,summer,MAD,INTZ,unikrn,1.22,4.00,2020-09-17 23:00:00,51.0,34.0,12.0,7.0
2020-09-17,World Championship,2020.0,summer,Talon Esports,Rainbow7,unikrn,1.72,2.00,2020-09-17 23:00:00,34.0,34.0,9.0,9.0
2020-09-17,World Championship,2020.0,summer,INTZ,Legacy Esports,unikrn,1.61,2.20,2020-09-17 23:00:00,34.0,34.0,9.0,10.0
2020-09-17,World Championship,2020.0,summer,Talon Esports,LGD,unikrn,6.50,1.10,2020-09-17 23:00:00,,,,
