date,league_name,year,season,team_1,team_2,betting_site,saved_time,set_number,special:Winner:home,special:Winner:away
2020-09-16,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,unikrn,2020-09-16 23:00:00,1.0,1.57,2.25
2020-09-16,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,unikrn,2020-09-16 23:00:00,2.0,1.57,2.25
2020-09-16,European Masters,2020.0,summer,AGO ROGUE,Misfits Premier,unikrn,2020-09-16 23:00:00,,,
2020-09-16,European Masters,2020.0,summer,mousesports,K1CK Neosurf,unikrn,2020-09-16 23:00:00,1.0,1.53,2.37
2020-09-16,European Masters,2020.0,summer,mousesports,K1CK Neosurf,unikrn,2020-09-16 23:00:00,2.0,1.53,2.37
2020-09-16,European Masters,2020.0,summer,mousesports,K1CK Neosurf,unikrn,2020-09-16 23:00:00,,,
