date,league_name,year,season,team_1,team_2,betting_site,saved_time,set_number,special:Team to Destroy the First Tower:home,special:Team to Destroy the First Tower:away,both:Teams to Destroy an Inhibitor:yes,both:Teams to Destroy an Inhibitor:no
2020-09-17,World Championship,2020.0,summer,MAD,INTZ,unikrn,2020-09-17 23:00:00,1.0,2.62,1.44,10.0,1.06
2020-09-17,World Championship,2020.0,summer,MAD,INTZ,unikrn,2020-09-17 23:00:00,,,,,
2020-09-17,World Championship,2020.0,summer,MAD,INTZ,unikrn,2020-09-17 23:00:00,,,,,
2020-09-17,World Championship,2020.0,summer,Talon Esports,Rainbow7,unikrn,2020-09-17 23:00:00,1.0,1.83,1.83,7.0,1.1
2020-09-17,World Championship,2020.0,summer,Talon Esports,Rainbow7,unikrn,2020-09-17 23:00:00,,,,,
2020-09-17,World Championship,2020.0,summer,Talon Esports,Rainbow7,unikrn,2020-09-17 23:00:00,,,,,
2020-09-17,World Championship,2020.0,summer,INTZ,Legacy Esports,unikrn,2020-09-17 23:00:00,1.0,1.66,2.1,7.0,1.1
2020-09-17,World Championship,2020.0,summer,INTZ,Legacy Esports,unikrn,2020-09-17 23:00:00,,,,,
2020-09-17,World Championship,2020.0,summer,INTZ,Legacy Esports,unikrn,2020-09-17 23:00:00,,,,,
