date,league_name,year,season,team_1,team_2,betting_site,saved_time,set_number,special:Winner:home,special:Winner:away
2020-08-31,LCS,2020.0,summer,TL,FlyQuest,unikrn,2020-08-31 11:00:00,,,
2020-08-31,LCS,2020.0,summer,TL,FlyQuest,unikrn,2020-08-31 11:00:00,,,
2020-08-31,LCS,2020.0,summer,TL,FlyQuest,unikrn,2020-08-31 11:00:00,,,
2020-08-31,Challengers Korea,2020.0,summer,Awesome Spear,Jin Air,unikrn,2020-08-31 11:00:00,1.0,1.61,2.2
2020-08-31,Challengers Korea,2020.0,summer,Awesome Spear,Jin Air,unikrn,2020-08-31 11:00:00,2.0,1.61,2.2
2020-08-31,Challengers Korea,2020.0,summer,Awesome Spear,Jin Air,unikrn,2020-08-31 11:00:00,3.0,1.61,2.2
2020-09-01,LVP SuperLiga,2020.0,summer,Movistar Riders,Cream Real Betis,unikrn,2020-08-31 11:00:00,1.0,1.33,3.25
2020-09-01,LVP SuperLiga,2020.0,summer,Movistar Riders,Cream Real Betis,unikrn,2020-08-31 11:00:00,2.0,1.33,3.25
2020-09-01,LVP SuperLiga,2020.0,summer,Movistar Riders,Cream Real Betis,unikrn,2020-08-31 11:00:00,3.0,1.33,3.25
