date,league_name,year,season,team_1,team_2,betting_site,special:game_win:home,special:game_win:away,saved_time
2020-09-12,European Masters,2020.0,summer,GamersOrigin,Fnatic Rising,unikrn,1.61,2.20,2020-09-12 23:00:00
2020-09-12,European Masters,2020.0,summer,mousesports,Intrepid Fox,unikrn,1.10,7.00,2020-09-12 23:00:00
2020-09-12,European Masters,2020.0,summer,mousesports,GamersOrigin,unikrn,1.61,2.20,2020-09-12 23:00:00
2020-09-12,European Masters,2020.0,summer,Intrepid Fox,Fnatic Rising,unikrn,5.00,1.16,2020-09-12 23:00:00
2020-09-12,European Masters,2020.0,summer,Intrepid Fox,GamersOrigin,unikrn,6.50,1.11,2020-09-12 23:00:00
2020-09-12,European Masters,2020.0,summer,Fnatic Rising,mousesports,unikrn,2.50,1.50,2020-09-12 23:00:00
2020-09-13,European Masters,2020.0,summer,Team GamerLegion,Movistar Riders,unikrn,2.00,1.72,2020-09-12 23:00:00
