league_id,year,season,date,home_team_id,away_team_id,tiebreaker,match_round,match_id
13,2017,spring,2017-01-29,347,115,0,1,2548
13,2020,summer,2020-08-01,283,206,0,6,2990
13,2020,summer,2020-08-01,307,123,0,6,2991
13,2020,summer,2020-08-02,198,366,0,6,2992
13,2020,summer,2020-08-02,252,190,0,6,2993
13,2020,summer,2020-08-02,198,252,0,6,2994
13,2020,summer,2020-08-02,283,307,0,6,2995
13,2020,summer,2020-08-03,190,123,0,6,2996
13,2020,summer,2020-08-03,366,206,0,6,2997
4,2018,summer,2018-06-18,52,113,0,1,3290
14,2018,summer,2018-07-14,145,221,0,4,3926
15,2017,spring,2017-01-17,355,240,0,1,4332
15,2017,spring,2017-01-17,279,130,0,1,4333
15,2017,spring,2017-01-17,346,230,0,1,4334
15,2017,spring,2017-01-18,237,341,0,1,4335
15,2017,spring,2017-01-18,83,315,0,1,4336
15,2017,spring,2017-01-18,362,131,0,1,4337
15,2017,spring,2017-01-19,279,346,0,1,4338
15,2017,spring,2017-01-19,341,362,0,1,4339
15,2017,spring,2017-01-19,237,83,0,1,4340
15,2017,spring,2017-01-20,315,130,0,1,4341
15,2017,spring,2017-01-20,355,230,0,1,4342
15,2017,spring,2017-01-20,240,131,0,1,4343
15,2017,spring,2017-02-07,131,355,0,2,4344
15,2017,spring,2017-02-07,362,240,0,2,4345
15,2017,spring,2017-02-07,83,341,0,2,4346
15,2017,spring,2017-02-08,346,130,0,2,4347
15,2017,spring,2017-02-08,230,279,0,2,4348
15,2017,spring,2017-02-08,237,315,0,2,4349
15,2017,spring,2017-02-09,355,362,0,2,4350
15,2017,spring,2017-02-09,341,131,0,2,4351
15,2017,spring,2017-02-09,240,83,0,2,4352
15,2017,spring,2017-02-10,279,237,0,2,4353
15,2017,spring,2017-02-10,315,346,0,2,4354
15,2017,spring,2017-02-10,130,230,0,2,4355
15,2017,spring,2017-02-14,315,355,0,3,4356
15,2017,spring,2017-02-14,130,341,0,3,4357
15,2017,spring,2017-02-14,279,240,0,3,4358
15,2017,spring,2017-02-15,237,131,0,3,4359
15,2017,spring,2017-02-15,346,83,0,3,4360
15,2017,spring,2017-02-15,230,362,0,3,4361
15,2017,spring,2017-02-16,240,130,0,3,4362
15,2017,spring,2017-02-16,355,279,0,3,4363
15,2017,spring,2017-02-16,341,315,0,3,4364
15,2017,spring,2017-02-17,83,230,0,3,4365
15,2017,spring,2017-02-17,362,237,0,3,4366
15,2017,spring,2017-02-17,131,346,0,3,4367
15,2017,spring,2017-02-21,362,341,0,4,4368
15,2017,spring,2017-02-21,230,237,0,4,4369
15,2017,spring,2017-02-21,315,279,0,4,4370
15,2017,spring,2017-02-21,131,83,0,4,4371
15,2017,spring,2017-02-22,346,279,0,4,4372
15,2017,spring,2017-02-22,130,83,0,4,4373
15,2017,spring,2017-02-22,355,237,0,4,4374
15,2017,spring,2017-02-22,240,230,0,4,4375
15,2017,spring,2017-02-23,131,240,0,4,4376
15,2017,spring,2017-02-23,230,341,0,4,4377
15,2017,spring,2017-02-23,83,279,0,4,4378
15,2017,spring,2017-02-23,130,362,0,4,4379
15,2017,spring,2017-02-24,230,355,0,4,4380
15,2017,spring,2017-02-24,341,346,0,4,4381
15,2017,spring,2017-02-24,237,240,0,4,4382
15,2017,spring,2017-02-24,315,131,0,4,4383
15,2017,spring,2017-02-25,83,237,0,4,4384
15,2017,spring,2017-02-25,362,315,0,4,4385
15,2017,spring,2017-02-25,131,130,0,4,4386
15,2017,spring,2017-02-25,346,355,0,4,4387
15,2017,spring,2017-02-26,130,315,0,4,4388
15,2017,spring,2017-02-26,279,362,0,4,4389
15,2017,spring,2017-02-26,240,346,0,4,4390
15,2017,spring,2017-02-26,341,355,0,4,4391
15,2017,spring,2017-02-28,130,355,0,5,4392
15,2017,spring,2017-02-28,346,237,0,5,4393
15,2017,spring,2017-02-28,83,362,0,5,4394
15,2017,spring,2017-03-01,279,131,0,5,4395
15,2017,spring,2017-03-01,240,341,0,5,4396
15,2017,spring,2017-03-01,230,315,0,5,4397
15,2017,spring,2017-03-02,362,346,0,5,4398
15,2017,spring,2017-03-02,355,83,0,5,4399
15,2017,spring,2017-03-02,237,130,0,5,4400
15,2017,spring,2017-03-03,131,230,0,5,4401
15,2017,spring,2017-03-03,315,240,0,5,4402
15,2017,spring,2017-03-03,341,279,0,5,4403
15,2017,summer,2017-07-07,84,376,0,5,4521
15,2019,spring,2019-03-14,83,41,0,3,4675
15,2019,spring,2019-03-14,24,316,0,3,4676
15,2019,spring,2019-03-14,346,435,0,3,4677
15,2019,spring,2019-03-14,374,98,0,3,4678
15,2019,spring,2019-03-14,305,78,0,3,4679
15,2019,spring,2019-03-15,10,381,0,3,4682
15,2019,spring,2019-03-15,9,240,0,3,4683
15,2019,spring,2019-03-15,245,239,0,3,4684
15,2019,spring,2019-03-15,86,130,0,3,4685
15,2019,spring,2019-03-15,166,186,0,3,4686
15,2019,spring,2019-03-16,125,98,0,3,4688
15,2019,spring,2019-03-16,358,435,0,3,4689
15,2019,spring,2019-03-16,14,41,0,3,4690
15,2019,spring,2019-03-16,82,316,0,3,4691
15,2019,spring,2019-03-16,129,78,0,3,4692
15,2019,spring,2019-03-17,24,239,0,3,4694
15,2019,spring,2019-03-17,83,240,0,3,4695
15,2019,spring,2019-03-17,374,186,0,3,4696
15,2019,spring,2019-03-17,305,130,0,3,4697
15,2019,spring,2019-03-17,346,381,0,3,4698
15,2019,spring,2019-03-20,98,435,0,4,4701
15,2019,spring,2019-03-20,41,78,0,4,4703
15,2019,spring,2019-03-21,239,186,0,4,4707
15,2019,spring,2019-03-21,381,240,0,4,4709
15,2019,spring,2019-03-22,24,346,0,4,4711
15,2019,spring,2019-03-22,316,78,0,4,4712
15,2019,spring,2019-03-22,374,83,0,4,4713
15,2019,spring,2019-03-22,98,130,0,4,4714
15,2019,spring,2019-03-22,305,14,0,4,4715
15,2019,spring,2019-03-22,435,41,0,4,4716
15,2019,spring,2019-03-22,166,358,0,4,4717
15,2019,spring,2019-03-23,245,129,0,4,4718
15,2019,spring,2019-03-23,10,82,0,4,4719
15,2019,spring,2019-03-23,9,125,0,4,4721
15,2019,spring,2019-03-23,86,83,0,4,4723
15,2019,spring,2019-03-24,14,346,0,4,4724
15,2019,spring,2019-03-24,305,374,0,4,4725
15,2019,spring,2019-03-24,186,240,0,4,4726
15,2019,spring,2019-03-24,166,24,0,4,4727
15,2019,spring,2019-03-24,435,130,0,4,4728
15,2019,spring,2019-03-24,358,9,0,4,4729
