match_round,home_team_id,date,league_id,away_team_id,season,tiebreaker,year
3,181,2020-02-19,1,308,spring,0,2020.0
3,182,2020-02-20,1,183,spring,0,2020.0
3,204,2020-02-20,1,429,spring,0,2020.0
3,81,2020-02-21,1,119,spring,0,2020.0
3,181,2020-02-21,1,365,spring,0,2020.0
3,222,2020-02-22,1,182,spring,0,2020.0
3,429,2020-02-22,1,308,spring,0,2020.0
3,119,2020-02-23,1,204,spring,0,2020.0
3,81,2020-02-23,1,183,spring,0,2020.0
4,204,2020-02-26,1,81,spring,0,2020.0
4,308,2020-02-26,1,182,spring,0,2020.0
4,365,2020-02-27,1,119,spring,0,2020.0
4,222,2020-02-27,1,183,spring,0,2020.0
4,429,2020-02-28,1,181,spring,0,2020.0
4,308,2020-02-28,1,81,spring,0,2020.0
4,204,2020-02-29,1,222,spring,0,2020.0
4,183,2020-02-29,1,119,spring,0,2020.0
4,365,2020-03-01,1,429,spring,0,2020.0
4,181,2020-03-01,1,182,spring,0,2020.0
5,183,2020-03-04,1,181,spring,0,2020.0
5,222,2020-03-04,1,429,spring,0,2020.0
5,81,2020-03-05,1,365,spring,0,2020.0
5,119,2020-03-05,1,308,spring,0,2020.0
5,182,2020-03-06,1,204,spring,0,2020.0
6,365,2020-03-25,1,182,spring,0,2020.0
6,183,2020-03-25,1,204,spring,0,2020.0
6,222,2020-03-25,1,181,spring,0,2020.0
6,119,2020-03-26,1,81,spring,0,2020.0
6,308,2020-03-26,1,429,spring,0,2020.0
6,365,2020-03-26,1,183,spring,0,2020.0
6,222,2020-03-27,1,204,spring,0,2020.0
6,81,2020-03-27,1,182,spring,0,2020.0
6,181,2020-03-27,1,308,spring,0,2020.0
6,183,2020-03-28,1,429,spring,0,2020.0
6,119,2020-03-28,1,365,spring,0,2020.0
6,182,2020-03-28,1,181,spring,0,2020.0
6,308,2020-03-29,1,222,spring,0,2020.0
6,429,2020-03-29,1,81,spring,0,2020.0
6,204,2020-03-29,1,119,spring,0,2020.0
7,81,2020-04-01,1,181,spring,0,2020.0
7,204,2020-04-01,1,182,spring,0,2020.0
7,365,2020-04-01,1,308,spring,0,2020.0
7,429,2020-04-02,1,119,spring,0,2020.0
7,222,2020-04-02,1,183,spring,0,2020.0
7,204,2020-04-02,1,181,spring,0,2020.0
7,365,2020-04-03,1,81,spring,0,2020.0
7,308,2020-04-03,1,182,spring,0,2020.0
7,119,2020-04-03,1,183,spring,0,2020.0
7,204,2020-04-04,1,429,spring,0,2020.0
7,81,2020-04-04,1,222,spring,0,2020.0
7,181,2020-04-04,1,365,spring,0,2020.0
7,308,2020-04-05,1,183,spring,0,2020.0
7,182,2020-04-05,1,429,spring,0,2020.0
7,119,2020-04-05,1,222,spring,0,2020.0
8,183,2020-04-08,1,182,spring,0,2020.0
8,429,2020-04-08,1,365,spring,0,2020.0
8,308,2020-04-09,1,81,spring,0,2020.0
8,182,2020-04-09,1,119,spring,0,2020.0
8,181,2020-04-10,1,183,spring,0,2020.0
8,204,2020-04-10,1,308,spring,0,2020.0
8,222,2020-04-11,1,429,spring,0,2020.0
8,81,2020-04-11,1,204,spring,0,2020.0
8,181,2020-04-12,1,119,spring,0,2020.0
8,222,2020-04-12,1,365,spring,0,2020.0
9,365,2020-04-15,1,204,spring,0,2020.0
9,119,2020-04-15,1,308,spring,0,2020.0
9,183,2020-04-15,1,81,spring,0,2020.0
9,182,2020-04-16,1,222,spring,0,2020.0
9,429,2020-04-16,1,181,spring,0,2020.0
1,119,2020-06-17,1,81,summer,0,2020.0
1,181,2020-06-17,1,308,summer,0,2020.0
1,204,2020-06-18,1,268,summer,0,2020.0
1,429,2020-06-18,1,222,summer,0,2020.0
1,81,2020-06-19,1,183,summer,0,2020.0
1,181,2020-06-19,1,365,summer,0,2020.0
1,119,2020-06-20,1,268,summer,0,2020.0
1,308,2020-06-20,1,222,summer,0,2020.0
1,204,2020-06-21,1,365,summer,0,2020.0
1,429,2020-06-21,1,183,summer,0,2020.0
2,268,2020-06-24,1,429,summer,0,2020.0
2,204,2020-06-24,1,222,summer,0,2020.0
2,181,2020-06-25,1,81,summer,0,2020.0
2,183,2020-06-25,1,365,summer,0,2020.0
2,119,2020-06-26,1,308,summer,0,2020.0
2,268,2020-06-26,1,222,summer,0,2020.0
2,429,2020-06-27,1,365,summer,0,2020.0
2,204,2020-06-27,1,183,summer,0,2020.0
2,181,2020-06-28,1,119,summer,0,2020.0
2,308,2020-06-28,1,81,summer,0,2020.0
3,308,2020-07-01,1,183,summer,0,2020.0
3,81,2020-07-01,1,365,summer,0,2020.0
3,119,2020-07-02,1,222,summer,0,2020.0
3,181,2020-07-02,1,268,summer,0,2020.0
3,204,2020-07-03,1,429,summer,0,2020.0
3,308,2020-07-03,1,365,summer,0,2020.0
3,183,2020-07-04,1,222,summer,0,2020.0
3,268,2020-07-04,1,81,summer,0,2020.0
3,181,2020-07-05,1,429,summer,0,2020.0
3,119,2020-07-05,1,204,summer,0,2020.0
4,181,2020-07-08,1,204,summer,0,2020.0
4,81,2020-07-08,1,222,summer,0,2020.0
4,308,2020-07-09,1,429,summer,0,2020.0
4,119,2020-07-09,1,183,summer,0,2020.0
4,268,2020-07-10,1,365,summer,0,2020.0
4,204,2020-07-10,1,81,summer,0,2020.0
4,181,2020-07-11,1,183,summer,0,2020.0
4,119,2020-07-11,1,429,summer,0,2020.0
4,308,2020-07-12,1,268,summer,0,2020.0
4,222,2020-07-12,1,365,summer,0,2020.0
5,119,2020-07-15,1,365,summer,0,2020.0
5,268,2020-07-15,1,183,summer,0,2020.0
5,204,2020-07-16,1,308,summer,0,2020.0
5,429,2020-07-16,1,81,summer,0,2020.0
5,181,2020-07-17,1,222,summer,0,2020.0
5,119,2020-07-17,1,183,summer,0,2020.0
5,204,2020-07-18,1,81,summer,0,2020.0
5,308,2020-07-18,1,365,summer,0,2020.0
5,429,2020-07-19,1,222,summer,0,2020.0
5,181,2020-07-19,1,268,summer,0,2020.0
6,181,2020-07-23,1,204,summer,0,2020.0
6,268,2020-07-23,1,365,summer,0,2020.0
6,81,2020-07-24,1,183,summer,0,2020.0
6,119,2020-07-24,1,429,summer,0,2020.0
6,308,2020-07-25,1,222,summer,0,2020.0
6,181,2020-07-25,1,365,summer,0,2020.0
6,429,2020-07-26,1,81,summer,0,2020.0
6,204,2020-07-26,1,268,summer,0,2020.0
7,119,2020-07-30,1,222,summer,0,2020.0
7,181,2020-07-30,1,183,summer,0,2020.0
7,204,2020-07-31,1,308,summer,0,2020.0
7,268,2020-07-31,1,81,summer,0,2020.0
7,429,2020-08-01,1,365,summer,0,2020.0
7,181,2020-08-01,1,119,summer,0,2020.0
7,183,2020-08-02,1,222,summer,0,2020.0
7,308,2020-08-02,1,81,summer,0,2020.0
8,183,2020-08-06,1,365,summer,0,2020.0
8,308,2020-08-06,1,429,summer,0,2020.0
8,119,2020-08-07,1,268,summer,0,2020.0
8,204,2020-08-07,1,222,summer,0,2020.0
8,181,2020-08-08,1,81,summer,0,2020.0
8,429,2020-08-08,1,183,summer,0,2020.0
8,308,2020-08-09,1,268,summer,0,2020.0
8,204,2020-08-09,1,365,summer,0,2020.0
9,81,2020-08-13,1,365,summer,0,2020.0
9,119,2020-08-13,1,308,summer,0,2020.0
9,204,2020-08-14,1,429,summer,0,2020.0
9,181,2020-08-14,1,222,summer,0,2020.0
9,268,2020-08-15,1,183,summer,0,2020.0
9,119,2020-08-15,1,81,summer,0,2020.0
9,222,2020-08-16,1,365,summer,0,2020.0
9,181,2020-08-16,1,429,summer,0,2020.0
10,308,2020-08-20,1,183,summer,0,2020.0
10,119,2020-08-20,1,204,summer,0,2020.0
10,81,2020-08-21,1,222,summer,0,2020.0
10,268,2020-08-21,1,429,summer,0,2020.0
10,119,2020-08-22,1,365,summer,0,2020.0
10,204,2020-08-22,1,183,summer,0,2020.0
10,181,2020-08-23,1,308,summer,0,2020.0
10,268,2020-08-23,1,222,summer,0,2020.0
1,366,2017-01-28,13,391,spring,0,2017.0
1,198,2017-01-29,13,252,spring,0,2017.0
1,370,2017-01-29,13,266,spring,0,2017.0
1,347,2017-01-29,13,115,spring,0,2017.0
1,115,2017-01-29,13,198,spring,0,2017.0
1,366,2017-01-30,13,370,spring,0,2017.0
1,391,2017-01-30,13,347,spring,0,2017.0
1,252,2017-01-30,13,266,spring,0,2017.0
2,347,2017-02-04,13,370,spring,0,2017.0
2,115,2017-02-05,13,252,spring,0,2017.0
2,266,2017-02-05,13,391,spring,0,2017.0
2,198,2017-02-05,13,366,spring,0,2017.0
2,366,2017-02-05,13,347,spring,0,2017.0
2,252,2017-02-06,13,370,spring,0,2017.0
2,198,2017-02-06,13,391,spring,0,2017.0
2,266,2017-02-06,13,115,spring,0,2017.0
3,115,2017-02-11,13,391,spring,0,2017.0
3,252,2017-02-12,13,366,spring,0,2017.0
3,198,2017-02-12,13,370,spring,0,2017.0
3,347,2017-02-12,13,266,spring,0,2017.0
3,266,2017-02-12,13,366,spring,0,2017.0
3,370,2017-02-13,13,115,spring,0,2017.0
3,391,2017-02-13,13,252,spring,0,2017.0
3,347,2017-02-13,13,198,spring,0,2017.0
4,252,2017-02-18,13,347,spring,0,2017.0
4,266,2017-02-19,13,198,spring,0,2017.0
4,366,2017-02-19,13,115,spring,0,2017.0
4,370,2017-02-19,13,391,spring,0,2017.0
4,391,2017-02-19,13,115,spring,0,2017.0
4,266,2017-02-20,13,370,spring,0,2017.0
4,347,2017-02-20,13,366,spring,0,2017.0
4,252,2017-02-20,13,198,spring,0,2017.0
5,115,2017-03-04,13,266,spring,0,2017.0
5,366,2017-03-05,13,198,spring,0,2017.0
5,347,2017-03-05,13,252,spring,0,2017.0
5,391,2017-03-05,13,370,spring,0,2017.0
5,252,2017-03-05,13,391,spring,0,2017.0
5,370,2017-03-06,13,198,spring,0,2017.0
5,115,2017-03-06,13,347,spring,0,2017.0
5,366,2017-03-06,13,266,spring,0,2017.0
6,198,2017-03-11,13,347,spring,0,2017.0
6,115,2017-03-12,13,366,spring,0,2017.0
6,370,2017-03-12,13,252,spring,0,2017.0
6,391,2017-03-12,13,266,spring,0,2017.0
6,366,2017-03-12,13,252,spring,0,2017.0
6,115,2017-03-13,13,370,spring,0,2017.0
6,266,2017-03-13,13,347,spring,0,2017.0
6,391,2017-03-13,13,198,spring,0,2017.0
7,252,2017-03-18,13,115,spring,0,2017.0
7,370,2017-03-19,13,366,spring,0,2017.0
7,198,2017-03-19,13,266,spring,0,2017.0
7,347,2017-03-19,13,391,spring,0,2017.0
7,266,2017-03-19,13,252,spring,0,2017.0
7,198,2017-03-20,13,115,spring,0,2017.0
7,370,2017-03-20,13,347,spring,0,2017.0
7,391,2017-03-20,13,366,spring,0,2017.0
Tiebreakers,370,2017-03-20,13,198,spring,1,2017.0
1,347,2017-06-24,13,115,summer,0,2017.0
1,391,2017-06-24,13,198,summer,0,2017.0
1,266,2017-06-25,13,252,summer,0,2017.0
1,370,2017-06-25,13,198,summer,0,2017.0
1,366,2017-06-25,13,391,summer,0,2017.0
1,266,2017-06-25,13,370,summer,0,2017.0
1,198,2017-06-25,13,366,summer,0,2017.0
1,252,2017-06-25,13,370,summer,0,2017.0
1,366,2017-06-26,13,115,summer,0,2017.0
1,252,2017-06-26,13,347,summer,0,2017.0
1,391,2017-06-26,13,115,summer,0,2017.0
1,266,2017-06-26,13,347,summer,0,2017.0
2,366,2017-07-01,13,252,summer,0,2017.0
2,198,2017-07-01,13,115,summer,0,2017.0
2,252,2017-07-02,13,391,summer,0,2017.0
2,347,2017-07-02,13,198,summer,0,2017.0
2,391,2017-07-02,13,266,summer,0,2017.0
2,347,2017-07-02,13,370,summer,0,2017.0
2,266,2017-07-02,13,198,summer,0,2017.0
2,252,2017-07-02,13,115,summer,0,2017.0
2,366,2017-07-03,13,266,summer,0,2017.0
2,115,2017-07-03,13,370,summer,0,2017.0
2,347,2017-07-03,13,366,summer,0,2017.0
2,391,2017-07-03,13,370,summer,0,2017.0
3,370,2017-07-15,13,366,summer,0,2017.0
3,252,2017-07-15,13,198,summer,0,2017.0
3,115,2017-07-16,13,366,summer,0,2017.0
3,198,2017-07-16,13,391,summer,0,2017.0
3,266,2017-07-16,13,115,summer,0,2017.0
3,391,2017-07-16,13,347,summer,0,2017.0
3,370,2017-07-16,13,252,summer,0,2017.0
3,366,2017-07-16,13,198,summer,0,2017.0
3,347,2017-07-17,13,252,summer,0,2017.0
3,370,2017-07-17,13,266,summer,0,2017.0
3,115,2017-07-17,13,391,summer,0,2017.0
3,347,2017-07-17,13,266,summer,0,2017.0
4,198,2017-07-22,13,347,summer,0,2017.0
4,266,2017-07-22,13,366,summer,0,2017.0
4,370,2017-07-23,13,347,summer,0,2017.0
4,115,2017-07-23,13,198,summer,0,2017.0
4,391,2017-07-23,13,252,summer,0,2017.0
4,370,2017-07-23,13,115,summer,0,2017.0
4,347,2017-07-23,13,391,summer,0,2017.0
4,366,2017-07-23,13,370,summer,0,2017.0
4,115,2017-07-24,13,252,summer,0,2017.0
4,266,2017-07-24,13,391,summer,0,2017.0
4,252,2017-07-24,13,366,summer,0,2017.0
4,198,2017-07-24,13,266,summer,0,2017.0
5,391,2017-07-29,13,366,summer,0,2017.0
5,252,2017-07-29,13,266,summer,0,2017.0
5,115,2017-07-30,13,347,summer,0,2017.0
5,198,2017-07-30,13,370,summer,0,2017.0
5,115,2017-07-30,13,266,summer,0,2017.0
5,370,2017-07-30,13,391,summer,0,2017.0
5,366,2017-07-31,13,347,summer,0,2017.0
5,198,2017-07-31,13,252,summer,0,2017.0
Tiebreakers,391,2017-08-06,13,252,summer,1,2017.0
Tiebreakers,347,2017-08-07,13,198,summer,1,2017.0
Tiebreakers,198,2017-08-07,13,266,summer,1,2017.0
Tiebreakers,266,2017-08-07,13,347,summer,1,2017.0
1,366,2018-02-10,13,370,spring,0,2018.0
1,347,2018-02-11,13,198,spring,0,2018.0
1,205,2018-02-11,13,252,spring,0,2018.0
1,190,2018-02-11,13,198,spring,0,2018.0
1,307,2018-02-11,13,347,spring,0,2018.0
1,205,2018-02-11,13,190,spring,0,2018.0
1,198,2018-02-11,13,307,spring,0,2018.0
1,252,2018-02-12,13,190,spring,0,2018.0
1,307,2018-02-12,13,370,spring,0,2018.0
1,252,2018-02-12,13,366,spring,0,2018.0
1,347,2018-02-12,13,370,spring,0,2018.0
1,366,2018-02-12,13,205,spring,0,2018.0
2,307,2018-02-17,13,252,spring,0,2018.0
2,198,2018-02-18,13,370,spring,0,2018.0
2,252,2018-02-18,13,347,spring,0,2018.0
2,366,2018-02-18,13,198,spring,0,2018.0
2,347,2018-02-18,13,205,spring,0,2018.0
2,366,2018-02-18,13,190,spring,0,2018.0
2,205,2018-02-18,13,198,spring,0,2018.0
2,252,2018-02-19,13,370,spring,0,2018.0
2,307,2018-02-19,13,205,spring,0,2018.0
2,370,2018-02-19,13,190,spring,0,2018.0
2,366,2018-02-19,13,307,spring,0,2018.0
2,347,2018-02-19,13,190,spring,0,2018.0
3,190,2018-02-24,13,307,spring,0,2018.0
3,252,2018-02-25,13,198,spring,0,2018.0
3,370,2018-02-25,13,307,spring,0,2018.0
3,198,2018-02-25,13,347,spring,0,2018.0
3,205,2018-02-25,13,370,spring,0,2018.0
3,347,2018-02-25,13,366,spring,0,2018.0
3,190,2018-02-25,13,252,spring,0,2018.0
3,307,2018-02-26,13,198,spring,0,2018.0
3,366,2018-02-26,13,252,spring,0,2018.0
3,190,2018-02-26,13,205,spring,0,2018.0
3,370,2018-02-26,13,347,spring,0,2018.0
3,205,2018-02-26,13,366,spring,0,2018.0
4,198,2018-03-03,13,366,spring,0,2018.0
4,205,2018-03-04,13,307,spring,0,2018.0
4,190,2018-03-04,13,366,spring,0,2018.0
4,370,2018-03-04,13,198,spring,0,2018.0
4,347,2018-03-04,13,252,spring,0,2018.0
4,190,2018-03-04,13,370,spring,0,2018.0
4,366,2018-03-04,13,347,spring,0,2018.0
4,307,2018-03-05,13,190,spring,0,2018.0
4,370,2018-03-05,13,252,spring,0,2018.0
4,205,2018-03-05,13,347,spring,0,2018.0
4,252,2018-03-05,13,307,spring,0,2018.0
4,198,2018-03-05,13,205,spring,0,2018.0
5,347,2018-03-10,13,307,spring,0,2018.0
5,252,2018-03-11,13,205,spring,0,2018.0
5,370,2018-03-11,13,366,spring,0,2018.0
5,198,2018-03-11,13,190,spring,0,2018.0
5,370,2018-03-11,13,205,spring,0,2018.0
5,190,2018-03-11,13,347,spring,0,2018.0
5,307,2018-03-12,13,366,spring,0,2018.0
5,198,2018-03-12,13,252,spring,0,2018.0
Tiebreakers,190,2018-03-12,13,205,spring,1,2018.0
Tiebreakers,366,2018-03-12,13,252,spring,1,2018.0
1,252,2018-07-21,13,366,summer,0,2018.0
1,190,2018-07-21,13,205,summer,0,2018.0
1,370,2018-07-22,13,198,summer,0,2018.0
1,347,2018-07-22,13,190,summer,0,2018.0
1,307,2018-07-22,13,205,summer,0,2018.0
1,370,2018-07-22,13,347,summer,0,2018.0
1,190,2018-07-22,13,307,summer,0,2018.0
1,198,2018-07-22,13,347,summer,0,2018.0
1,307,2018-07-23,13,252,summer,0,2018.0
1,198,2018-07-23,13,366,summer,0,2018.0
1,205,2018-07-23,13,252,summer,0,2018.0
1,366,2018-07-23,13,370,summer,0,2018.0
2,307,2018-07-28,13,198,summer,0,2018.0
2,190,2018-07-28,13,252,summer,0,2018.0
2,198,2018-07-29,13,205,summer,0,2018.0
2,366,2018-07-29,13,190,summer,0,2018.0
2,205,2018-07-29,13,370,summer,0,2018.0
2,366,2018-07-29,13,347,summer,0,2018.0
2,370,2018-07-29,13,190,summer,0,2018.0
2,252,2018-07-29,13,198,summer,0,2018.0
2,307,2018-07-30,13,370,summer,0,2018.0
2,252,2018-07-30,13,347,summer,0,2018.0
2,366,2018-07-30,13,307,summer,0,2018.0
2,347,2018-07-30,13,205,summer,0,2018.0
3,347,2018-08-04,13,307,summer,0,2018.0
3,198,2018-08-04,13,190,summer,0,2018.0
3,252,2018-08-05,13,307,summer,0,2018.0
3,205,2018-08-05,13,190,summer,0,2018.0
3,370,2018-08-05,13,252,summer,0,2018.0
3,205,2018-08-05,13,366,summer,0,2018.0
3,347,2018-08-05,13,198,summer,0,2018.0
3,307,2018-08-05,13,190,summer,0,2018.0
3,366,2018-08-06,13,198,summer,0,2018.0
3,347,2018-08-06,13,370,summer,0,2018.0
3,252,2018-08-06,13,205,summer,0,2018.0
3,370,2018-08-06,13,366,summer,0,2018.0
4,190,2018-08-10,13,366,summer,0,2018.0
4,370,2018-08-10,13,307,summer,0,2018.0
4,347,2018-08-11,13,366,summer,0,2018.0
4,252,2018-08-11,13,190,summer,0,2018.0
4,205,2018-08-11,13,198,summer,0,2018.0
4,347,2018-08-11,13,252,summer,0,2018.0
4,366,2018-08-11,13,205,summer,0,2018.0
4,307,2018-08-11,13,347,summer,0,2018.0
4,198,2018-08-12,13,252,summer,0,2018.0
4,370,2018-08-12,13,205,summer,0,2018.0
4,198,2018-08-12,13,307,summer,0,2018.0
4,190,2018-08-12,13,370,summer,0,2018.0
5,205,2018-08-18,13,307,summer,0,2018.0
5,198,2018-08-18,13,370,summer,0,2018.0
5,366,2018-08-19,13,252,summer,0,2018.0
5,190,2018-08-19,13,347,summer,0,2018.0
5,252,2018-08-19,13,370,summer,0,2018.0
5,205,2018-08-19,13,347,summer,0,2018.0
5,307,2018-08-20,13,366,summer,0,2018.0
5,190,2018-08-20,13,198,summer,0,2018.0
Tiebreakers,366,2018-08-20,13,205,summer,1,2018.0
Tiebreakers,190,2018-08-20,13,252,summer,1,2018.0
1,366,2019-02-16,13,190,spring,0,2019.0
1,205,2019-02-16,13,370,spring,0,2019.0
1,252,2019-02-17,13,347,spring,0,2019.0
1,198,2019-02-17,13,205,spring,0,2019.0
1,307,2019-02-17,13,370,spring,0,2019.0
1,252,2019-02-17,13,198,spring,0,2019.0
1,205,2019-02-17,13,307,spring,0,2019.0
1,347,2019-02-17,13,198,spring,0,2019.0
1,307,2019-02-18,13,366,spring,0,2019.0
1,347,2019-02-18,13,190,spring,0,2019.0
1,370,2019-02-18,13,366,spring,0,2019.0
1,190,2019-02-18,13,252,spring,0,2019.0
2,307,2019-02-23,13,347,spring,0,2019.0
2,205,2019-02-23,13,366,spring,0,2019.0
2,347,2019-02-24,13,370,spring,0,2019.0
2,190,2019-02-24,13,205,spring,0,2019.0
2,370,2019-02-24,13,252,spring,0,2019.0
2,190,2019-02-24,13,198,spring,0,2019.0
2,252,2019-02-24,13,205,spring,0,2019.0
2,366,2019-02-24,13,347,spring,0,2019.0
2,307,2019-02-25,13,252,spring,0,2019.0
2,366,2019-02-25,13,198,spring,0,2019.0
2,190,2019-02-25,13,307,spring,0,2019.0
2,198,2019-02-25,13,370,spring,0,2019.0
3,198,2019-03-02,13,307,spring,0,2019.0
3,347,2019-03-02,13,205,spring,0,2019.0
3,366,2019-03-03,13,307,spring,0,2019.0
3,370,2019-03-03,13,205,spring,0,2019.0
3,252,2019-03-03,13,366,spring,0,2019.0
3,370,2019-03-03,13,190,spring,0,2019.0
3,198,2019-03-03,13,347,spring,0,2019.0
3,307,2019-03-03,13,205,spring,0,2019.0
3,190,2019-03-04,13,347,spring,0,2019.0
3,198,2019-03-04,13,252,spring,0,2019.0
3,366,2019-03-04,13,370,spring,0,2019.0
3,252,2019-03-04,13,190,spring,0,2019.0
4,205,2019-03-16,13,190,spring,0,2019.0
4,252,2019-03-16,13,307,spring,0,2019.0
4,198,2019-03-17,13,190,spring,0,2019.0
4,366,2019-03-17,13,205,spring,0,2019.0
4,370,2019-03-17,13,347,spring,0,2019.0
4,198,2019-03-17,13,366,spring,0,2019.0
4,190,2019-03-17,13,370,spring,0,2019.0
4,307,2019-03-17,13,198,spring,0,2019.0
4,347,2019-03-18,13,366,spring,0,2019.0
4,252,2019-03-18,13,370,spring,0,2019.0
4,347,2019-03-18,13,307,spring,0,2019.0
4,205,2019-03-18,13,252,spring,0,2019.0
5,370,2019-03-23,13,307,spring,0,2019.0
5,347,2019-03-23,13,252,spring,0,2019.0
5,190,2019-03-24,13,366,spring,0,2019.0
5,205,2019-03-24,13,198,spring,0,2019.0
5,366,2019-03-24,13,252,spring,0,2019.0
5,370,2019-03-24,13,198,spring,0,2019.0
5,307,2019-03-25,13,190,spring,0,2019.0
5,205,2019-03-25,13,347,spring,0,2019.0
Tiebreakers,307,2019-03-25,13,366,spring,1,2019.0
1,307,2019-07-20,13,198,summer,0,2019.0
1,252,2019-07-21,13,370,summer,0,2019.0
1,206,2019-07-21,13,347,summer,0,2019.0
1,190,2019-07-21,13,252,summer,0,2019.0
1,366,2019-07-21,13,370,summer,0,2019.0
1,206,2019-07-21,13,190,summer,0,2019.0
1,252,2019-07-21,13,366,summer,0,2019.0
1,347,2019-07-21,13,190,summer,0,2019.0
1,366,2019-07-22,13,307,summer,0,2019.0
1,347,2019-07-22,13,198,summer,0,2019.0
1,370,2019-07-22,13,307,summer,0,2019.0
1,198,2019-07-22,13,206,summer,0,2019.0
2,366,2019-07-27,13,347,summer,0,2019.0
2,252,2019-07-27,13,307,summer,0,2019.0
2,347,2019-07-28,13,370,summer,0,2019.0
2,198,2019-07-28,13,252,summer,0,2019.0
2,370,2019-07-28,13,206,summer,0,2019.0
2,198,2019-07-28,13,190,summer,0,2019.0
2,206,2019-07-28,13,252,summer,0,2019.0
2,307,2019-07-28,13,347,summer,0,2019.0
2,366,2019-07-29,13,206,summer,0,2019.0
2,307,2019-07-29,13,190,summer,0,2019.0
2,198,2019-07-29,13,366,summer,0,2019.0
2,190,2019-07-29,13,370,summer,0,2019.0
3,190,2019-08-10,13,366,summer,0,2019.0
3,347,2019-08-10,13,252,summer,0,2019.0
3,307,2019-08-11,13,366,summer,0,2019.0
3,370,2019-08-11,13,252,summer,0,2019.0
3,206,2019-08-11,13,307,summer,0,2019.0
3,370,2019-08-11,13,198,summer,0,2019.0
3,190,2019-08-11,13,347,summer,0,2019.0
3,366,2019-08-11,13,252,summer,0,2019.0
3,198,2019-08-12,13,347,summer,0,2019.0
3,190,2019-08-12,13,206,summer,0,2019.0
3,307,2019-08-12,13,370,summer,0,2019.0
3,206,2019-08-12,13,198,summer,0,2019.0
4,252,2019-08-17,13,198,summer,0,2019.0
4,206,2019-08-17,13,366,summer,0,2019.0
4,190,2019-08-18,13,198,summer,0,2019.0
4,307,2019-08-18,13,252,summer,0,2019.0
4,370,2019-08-18,13,347,summer,0,2019.0
4,190,2019-08-18,13,307,summer,0,2019.0
4,198,2019-08-18,13,370,summer,0,2019.0
4,366,2019-08-18,13,190,summer,0,2019.0
4,347,2019-08-19,13,307,summer,0,2019.0
4,206,2019-08-19,13,370,summer,0,2019.0
4,347,2019-08-19,13,366,summer,0,2019.0
4,252,2019-08-19,13,206,summer,0,2019.0
5,370,2019-08-24,13,366,summer,0,2019.0
5,347,2019-08-24,13,206,summer,0,2019.0
5,198,2019-08-25,13,307,summer,0,2019.0
5,252,2019-08-25,13,190,summer,0,2019.0
5,307,2019-08-25,13,206,summer,0,2019.0
5,370,2019-08-25,13,190,summer,0,2019.0
5,366,2019-08-26,13,198,summer,0,2019.0
5,252,2019-08-26,13,347,summer,0,2019.0
Tiebreakers,366,2019-08-26,13,206,summer,1,2019.0
1,206,2020-02-22,13,198,spring,0,2020.0
1,190,2020-02-22,13,366,spring,0,2020.0
1,307,2020-02-23,13,123,spring,0,2020.0
1,252,2020-02-23,13,370,spring,0,2020.0
1,190,2020-02-23,13,252,spring,0,2020.0
1,123,2020-02-23,13,198,spring,0,2020.0
1,366,2020-02-24,13,370,spring,0,2020.0
1,307,2020-02-24,13,206,spring,0,2020.0
2,307,2020-02-29,13,252,spring,0,2020.0
2,123,2020-02-29,13,190,spring,0,2020.0
2,370,2020-03-01,13,198,spring,0,2020.0
2,366,2020-03-01,13,206,spring,0,2020.0
2,307,2020-03-01,13,190,spring,0,2020.0
2,123,2020-03-01,13,252,spring,0,2020.0
2,198,2020-03-02,13,366,spring,0,2020.0
2,370,2020-03-02,13,206,spring,0,2020.0
3,123,2020-03-07,13,370,spring,0,2020.0
3,198,2020-03-07,13,307,spring,0,2020.0
3,206,2020-03-08,13,190,spring,0,2020.0
3,252,2020-03-08,13,366,spring,0,2020.0
3,366,2020-03-08,13,307,spring,0,2020.0
3,206,2020-03-08,13,123,spring,0,2020.0
3,190,2020-03-09,13,370,spring,0,2020.0
3,198,2020-03-09,13,252,spring,0,2020.0
4,198,2020-03-14,13,190,spring,0,2020.0
4,366,2020-03-14,13,123,spring,0,2020.0
4,370,2020-03-15,13,307,spring,0,2020.0
4,252,2020-03-15,13,206,spring,0,2020.0
4,198,2020-03-15,13,206,spring,0,2020.0
4,366,2020-03-15,13,190,spring,0,2020.0
4,123,2020-03-16,13,307,spring,0,2020.0
4,370,2020-03-16,13,252,spring,0,2020.0
5,252,2020-03-21,13,190,spring,0,2020.0
5,198,2020-03-21,13,123,spring,0,2020.0
5,370,2020-03-22,13,366,spring,0,2020.0
5,206,2020-03-22,13,307,spring,0,2020.0
5,252,2020-03-22,13,307,spring,0,2020.0
5,190,2020-03-22,13,123,spring,0,2020.0
5,198,2020-03-23,13,370,spring,0,2020.0
5,206,2020-03-23,13,366,spring,0,2020.0
6,190,2020-04-04,13,307,spring,0,2020.0
6,252,2020-04-04,13,123,spring,0,2020.0
6,366,2020-04-05,13,198,spring,0,2020.0
6,206,2020-04-05,13,370,spring,0,2020.0
6,370,2020-04-05,13,123,spring,0,2020.0
6,307,2020-04-05,13,198,spring,0,2020.0
6,190,2020-04-06,13,206,spring,0,2020.0
6,366,2020-04-06,13,252,spring,0,2020.0
7,307,2020-04-11,13,366,spring,0,2020.0
7,123,2020-04-11,13,206,spring,0,2020.0
