match_round,home_team_id,date,league_id,away_team_id,season,tiebreaker,year
5,407,2020-06-30,5,287,summer,0,2020.0
5,344,2020-06-30,5,273,summer,0,2020.0
5,407,2020-06-30,5,364,summer,0,2020.0
5,344,2020-06-30,5,384,summer,0,2020.0
6,384,2020-07-07,5,287,summer,0,2020.0
6,364,2020-07-07,5,344,summer,0,2020.0
6,384,2020-07-07,5,407,summer,0,2020.0
6,364,2020-07-07,5,273,summer,0,2020.0
7,287,2020-07-14,5,364,summer,0,2020.0
7,273,2020-07-14,5,384,summer,0,2020.0
7,287,2020-07-14,5,344,summer,0,2020.0
7,273,2020-07-14,5,407,summer,0,2020.0
8,384,2020-07-21,5,364,summer,0,2020.0
8,273,2020-07-21,5,287,summer,0,2020.0
8,344,2020-07-21,5,407,summer,0,2020.0
1,142,2017-01-24,6,27,spring,0,2017.0
1,201,2017-01-25,6,348,spring,0,2017.0
1,428,2017-01-25,6,406,spring,0,2017.0
2,348,2017-01-31,6,428,spring,0,2017.0
2,406,2017-02-01,6,27,spring,0,2017.0
2,201,2017-02-01,6,142,spring,0,2017.0
3,27,2017-02-07,6,201,spring,0,2017.0
3,406,2017-02-08,6,348,spring,0,2017.0
3,142,2017-02-08,6,428,spring,0,2017.0
4,142,2017-02-14,6,406,spring,0,2017.0
4,428,2017-02-15,6,201,spring,0,2017.0
4,27,2017-02-15,6,348,spring,0,2017.0
5,428,2017-02-28,6,27,spring,0,2017.0
5,348,2017-03-01,6,142,spring,0,2017.0
5,406,2017-03-01,6,201,spring,0,2017.0
1,36,2017-06-06,6,303,summer,0,2017.0
1,197,2017-06-07,6,406,summer,0,2017.0
1,405,2017-06-07,6,282,summer,0,2017.0
2,197,2017-06-13,6,405,summer,0,2017.0
2,406,2017-06-14,6,303,summer,0,2017.0
2,282,2017-06-14,6,36,summer,0,2017.0
3,406,2017-06-20,6,36,summer,0,2017.0
3,405,2017-06-21,6,303,summer,0,2017.0
3,197,2017-06-21,6,282,summer,0,2017.0
4,303,2017-06-27,6,282,summer,0,2017.0
4,36,2017-06-28,6,197,summer,0,2017.0
4,405,2017-06-28,6,406,summer,0,2017.0
5,36,2017-07-11,6,405,summer,0,2017.0
5,282,2017-07-12,6,406,summer,0,2017.0
5,303,2017-07-18,6,197,summer,0,2017.0
1,208,2018-02-20,6,303,spring,0,2018.0
1,405,2018-02-21,6,345,spring,0,2018.0
1,201,2018-02-21,6,406,spring,0,2018.0
2,406,2018-02-27,6,405,spring,0,2018.0
2,345,2018-02-28,6,303,spring,0,2018.0
2,201,2018-02-28,6,208,spring,0,2018.0
3,345,2018-03-06,6,201,spring,0,2018.0
3,208,2018-03-07,6,406,spring,0,2018.0
3,303,2018-03-07,6,405,spring,0,2018.0
4,405,2018-03-13,6,208,spring,0,2018.0
4,303,2018-03-14,6,201,spring,0,2018.0
4,406,2018-03-14,6,345,spring,0,2018.0
5,303,2018-03-20,6,406,spring,0,2018.0
5,405,2018-03-21,6,201,spring,0,2018.0
5,208,2018-03-21,6,345,spring,0,2018.0
1,437,2018-07-17,6,246,summer,0,2018.0
1,405,2018-07-18,6,200,summer,0,2018.0
1,411,2018-07-18,6,149,summer,0,2018.0
2,149,2018-07-24,6,405,summer,0,2018.0
2,200,2018-07-25,6,246,summer,0,2018.0
2,411,2018-07-25,6,437,summer,0,2018.0
3,200,2018-07-31,6,411,summer,0,2018.0
3,437,2018-08-01,6,149,summer,0,2018.0
3,246,2018-08-01,6,405,summer,0,2018.0
4,405,2018-08-07,6,437,summer,0,2018.0
4,246,2018-08-08,6,411,summer,0,2018.0
4,149,2018-08-08,6,200,summer,0,2018.0
5,246,2018-08-14,6,149,summer,0,2018.0
5,405,2018-08-15,6,411,summer,0,2018.0
5,437,2018-08-15,6,200,summer,0,2018.0
1,43,2019-01-22,6,437,spring,0,2019.0
1,293,2019-01-22,6,405,spring,0,2019.0
1,246,2019-01-22,6,278,spring,0,2019.0
1,437,2019-01-23,6,405,spring,0,2019.0
1,246,2019-01-23,6,293,spring,0,2019.0
1,43,2019-01-23,6,278,spring,0,2019.0
2,405,2019-01-29,6,278,spring,0,2019.0
2,246,2019-01-29,6,43,spring,0,2019.0
2,437,2019-01-29,6,293,spring,0,2019.0
2,43,2019-01-30,6,405,spring,0,2019.0
2,437,2019-01-30,6,246,spring,0,2019.0
2,278,2019-01-30,6,293,spring,0,2019.0
3,293,2019-02-05,6,43,spring,0,2019.0
3,278,2019-02-05,6,437,spring,0,2019.0
3,405,2019-02-05,6,246,spring,0,2019.0
3,437,2019-02-06,6,43,spring,0,2019.0
3,278,2019-02-06,6,246,spring,0,2019.0
3,405,2019-02-06,6,293,spring,0,2019.0
4,405,2019-02-12,6,437,spring,0,2019.0
4,293,2019-02-12,6,246,spring,0,2019.0
4,278,2019-02-12,6,43,spring,0,2019.0
4,293,2019-02-13,6,437,spring,0,2019.0
4,278,2019-02-13,6,405,spring,0,2019.0
4,43,2019-02-13,6,246,spring,0,2019.0
5,405,2019-02-19,6,43,spring,0,2019.0
5,293,2019-02-19,6,278,spring,0,2019.0
5,246,2019-02-19,6,437,spring,0,2019.0
5,43,2019-02-20,6,293,spring,0,2019.0
5,246,2019-02-20,6,405,spring,0,2019.0
5,437,2019-02-20,6,278,spring,0,2019.0
6,246,2019-02-26,6,278,spring,0,2019.0
6,293,2019-02-26,6,405,spring,0,2019.0
6,437,2019-02-26,6,43,spring,0,2019.0
6,43,2019-02-27,6,278,spring,0,2019.0
6,405,2019-02-27,6,437,spring,0,2019.0
6,246,2019-02-27,6,293,spring,0,2019.0
7,293,2019-03-12,6,437,spring,0,2019.0
7,43,2019-03-12,6,246,spring,0,2019.0
7,405,2019-03-12,6,278,spring,0,2019.0
7,437,2019-03-13,6,246,spring,0,2019.0
7,278,2019-03-13,6,293,spring,0,2019.0
7,405,2019-03-13,6,43,spring,0,2019.0
8,246,2019-03-19,6,405,spring,0,2019.0
8,437,2019-03-19,6,278,spring,0,2019.0
8,43,2019-03-19,6,293,spring,0,2019.0
1,43,2019-06-11,6,440,summer,0,2019.0
1,278,2019-06-11,6,224,summer,0,2019.0
1,142,2019-06-11,6,293,summer,0,2019.0
1,224,2019-06-12,6,43,summer,0,2019.0
1,293,2019-06-12,6,440,summer,0,2019.0
1,142,2019-06-12,6,278,summer,0,2019.0
2,224,2019-06-18,6,142,summer,0,2019.0
2,43,2019-06-18,6,293,summer,0,2019.0
2,440,2019-06-18,6,278,summer,0,2019.0
2,293,2019-06-19,6,224,summer,0,2019.0
2,142,2019-06-19,6,440,summer,0,2019.0
2,278,2019-06-19,6,43,summer,0,2019.0
3,43,2019-06-25,6,142,summer,0,2019.0
3,278,2019-06-25,6,293,summer,0,2019.0
3,440,2019-06-25,6,224,summer,0,2019.0
3,293,2019-06-26,6,142,summer,0,2019.0
3,440,2019-06-26,6,43,summer,0,2019.0
3,224,2019-06-26,6,278,summer,0,2019.0
4,440,2019-07-02,6,293,summer,0,2019.0
4,278,2019-07-02,6,142,summer,0,2019.0
4,43,2019-07-02,6,224,summer,0,2019.0
4,278,2019-07-03,6,440,summer,0,2019.0
4,142,2019-07-03,6,224,summer,0,2019.0
4,293,2019-07-03,6,43,summer,0,2019.0
5,43,2019-07-09,6,278,summer,0,2019.0
5,224,2019-07-09,6,293,summer,0,2019.0
5,440,2019-07-09,6,142,summer,0,2019.0
5,293,2019-07-10,6,278,summer,0,2019.0
5,224,2019-07-10,6,440,summer,0,2019.0
5,142,2019-07-10,6,43,summer,0,2019.0
6,142,2019-07-16,6,293,summer,0,2019.0
6,224,2019-07-16,6,278,summer,0,2019.0
6,43,2019-07-16,6,440,summer,0,2019.0
6,142,2019-07-17,6,278,summer,0,2019.0
6,224,2019-07-17,6,43,summer,0,2019.0
6,293,2019-07-17,6,440,summer,0,2019.0
7,440,2019-07-23,6,278,summer,0,2019.0
7,293,2019-07-23,6,43,summer,0,2019.0
7,224,2019-07-23,6,142,summer,0,2019.0
7,278,2019-07-24,6,43,summer,0,2019.0
7,142,2019-07-24,6,440,summer,0,2019.0
7,293,2019-07-24,6,224,summer,0,2019.0
8,440,2019-07-30,6,224,summer,0,2019.0
8,278,2019-07-30,6,293,summer,0,2019.0
8,43,2019-07-30,6,142,summer,0,2019.0
1,43,2020-02-04,6,278,spring,0,2020.0
1,259,2020-02-04,6,246,spring,0,2020.0
1,293,2020-02-04,6,38,spring,0,2020.0
1,246,2020-02-05,6,43,spring,0,2020.0
1,38,2020-02-05,6,278,spring,0,2020.0
1,293,2020-02-05,6,259,spring,0,2020.0
2,246,2020-03-03,6,293,spring,0,2020.0
2,43,2020-03-03,6,38,spring,0,2020.0
2,278,2020-03-03,6,259,spring,0,2020.0
2,38,2020-03-04,6,246,spring,0,2020.0
2,293,2020-03-04,6,278,spring,0,2020.0
2,259,2020-03-04,6,43,spring,0,2020.0
3,43,2020-03-10,6,293,spring,0,2020.0
3,259,2020-03-10,6,38,spring,0,2020.0
3,278,2020-03-10,6,246,spring,0,2020.0
3,38,2020-03-11,6,293,spring,0,2020.0
3,278,2020-03-11,6,43,spring,0,2020.0
3,246,2020-03-11,6,259,spring,0,2020.0
4,278,2020-04-14,6,38,spring,0,2020.0
4,259,2020-04-14,6,293,spring,0,2020.0
4,43,2020-04-14,6,246,spring,0,2020.0
4,259,2020-04-15,6,278,spring,0,2020.0
4,293,2020-04-15,6,246,spring,0,2020.0
4,38,2020-04-15,6,43,spring,0,2020.0
5,43,2020-04-21,6,259,spring,0,2020.0
5,246,2020-04-21,6,38,spring,0,2020.0
5,278,2020-04-21,6,293,spring,0,2020.0
5,38,2020-04-22,6,259,spring,0,2020.0
5,246,2020-04-22,6,278,spring,0,2020.0
5,293,2020-04-22,6,43,spring,0,2020.0
6,246,2020-04-28,6,259,spring,0,2020.0
6,43,2020-04-28,6,278,spring,0,2020.0
6,293,2020-04-28,6,38,spring,0,2020.0
6,293,2020-04-29,6,259,spring,0,2020.0
6,246,2020-04-29,6,43,spring,0,2020.0
6,38,2020-04-29,6,278,spring,0,2020.0
6,246,2020-04-30,6,293,spring,0,2020.0
6,278,2020-04-30,6,259,spring,0,2020.0
6,38,2020-04-30,6,43,spring,0,2020.0
7,293,2020-05-05,6,278,spring,0,2020.0
7,259,2020-05-05,6,43,spring,0,2020.0
7,38,2020-05-05,6,246,spring,0,2020.0
7,259,2020-05-06,6,38,spring,0,2020.0
7,43,2020-05-06,6,293,spring,0,2020.0
7,278,2020-05-06,6,246,spring,0,2020.0
1,246,2020-06-09,6,43,summer,0,2020.0
1,293,2020-06-09,6,411,summer,0,2020.0
1,278,2020-06-09,6,224,summer,0,2020.0
1,411,2020-06-10,6,246,summer,0,2020.0
1,224,2020-06-10,6,43,summer,0,2020.0
1,278,2020-06-10,6,293,summer,0,2020.0
2,411,2020-06-16,6,278,summer,0,2020.0
2,246,2020-06-16,6,224,summer,0,2020.0
2,43,2020-06-16,6,293,summer,0,2020.0
2,224,2020-06-17,6,411,summer,0,2020.0
2,278,2020-06-17,6,43,summer,0,2020.0
2,293,2020-06-17,6,246,summer,0,2020.0
3,246,2020-06-23,6,278,summer,0,2020.0
3,293,2020-06-23,6,224,summer,0,2020.0
3,43,2020-06-23,6,411,summer,0,2020.0
3,224,2020-06-24,6,278,summer,0,2020.0
3,43,2020-06-24,6,246,summer,0,2020.0
3,411,2020-06-24,6,293,summer,0,2020.0
4,43,2020-06-30,6,224,summer,0,2020.0
4,293,2020-06-30,6,278,summer,0,2020.0
4,246,2020-06-30,6,411,summer,0,2020.0
4,293,2020-07-01,6,43,summer,0,2020.0
4,278,2020-07-01,6,411,summer,0,2020.0
4,224,2020-07-01,6,246,summer,0,2020.0
5,246,2020-07-07,6,293,summer,0,2020.0
5,411,2020-07-07,6,224,summer,0,2020.0
5,43,2020-07-07,6,278,summer,0,2020.0
5,224,2020-07-08,6,293,summer,0,2020.0
5,411,2020-07-08,6,43,summer,0,2020.0
5,278,2020-07-08,6,246,summer,0,2020.0
6,411,2020-07-14,6,293,summer,0,2020.0
6,246,2020-07-14,6,43,summer,0,2020.0
6,278,2020-07-14,6,224,summer,0,2020.0
6,278,2020-07-15,6,293,summer,0,2020.0
6,411,2020-07-15,6,246,summer,0,2020.0
6,224,2020-07-15,6,43,summer,0,2020.0
7,411,2020-07-21,6,278,summer,0,2020.0
7,43,2020-07-21,6,293,summer,0,2020.0
7,224,2020-07-21,6,246,summer,0,2020.0
7,278,2020-07-22,6,43,summer,0,2020.0
7,293,2020-07-22,6,246,summer,0,2020.0
7,224,2020-07-22,6,411,summer,0,2020.0
8,293,2020-07-28,6,224,summer,0,2020.0
8,246,2020-07-28,6,278,summer,0,2020.0
8,43,2020-07-28,6,411,summer,0,2020.0
1,440,2017-01-22,7,437,spring,0,2017.0
1,85,2017-01-22,7,110,spring,0,2017.0
1,405,2017-01-23,7,36,spring,0,2017.0
1,197,2017-01-23,7,43,spring,0,2017.0
2,43,2017-01-29,7,85,spring,0,2017.0
2,197,2017-01-29,7,440,spring,0,2017.0
2,36,2017-01-30,7,110,spring,0,2017.0
2,405,2017-01-30,7,437,spring,0,2017.0
3,110,2017-02-05,7,437,spring,0,2017.0
3,43,2017-02-05,7,36,spring,0,2017.0
3,197,2017-02-06,7,85,spring,0,2017.0
3,440,2017-02-06,7,405,spring,0,2017.0
4,405,2017-02-12,7,197,spring,0,2017.0
4,43,2017-02-12,7,110,spring,0,2017.0
4,440,2017-02-13,7,36,spring,0,2017.0
4,85,2017-02-13,7,437,spring,0,2017.0
5,85,2017-02-19,7,440,spring,0,2017.0
5,110,2017-02-19,7,197,spring,0,2017.0
5,405,2017-02-20,7,43,spring,0,2017.0
5,437,2017-02-20,7,36,spring,0,2017.0
6,437,2017-03-05,7,43,spring,0,2017.0
6,85,2017-03-05,7,405,spring,0,2017.0
6,36,2017-03-06,7,197,spring,0,2017.0
6,110,2017-03-06,7,440,spring,0,2017.0
7,36,2017-03-12,7,85,spring,0,2017.0
7,110,2017-03-12,7,405,spring,0,2017.0
7,437,2017-03-13,7,197,spring,0,2017.0
7,440,2017-03-13,7,43,spring,0,2017.0
1,43,2017-06-04,7,437,summer,0,2017.0
1,201,2017-06-04,7,142,summer,0,2017.0
1,110,2017-06-05,7,85,summer,0,2017.0
1,246,2017-06-05,7,440,summer,0,2017.0
2,440,2017-06-11,7,110,summer,0,2017.0
2,85,2017-06-11,7,246,summer,0,2017.0
2,201,2017-06-12,7,437,summer,0,2017.0
2,142,2017-06-12,7,43,summer,0,2017.0
3,43,2017-06-18,7,85,summer,0,2017.0
3,246,2017-06-18,7,142,summer,0,2017.0
3,440,2017-06-19,7,201,summer,0,2017.0
3,437,2017-06-19,7,110,summer,0,2017.0
4,201,2017-06-25,7,246,summer,0,2017.0
4,43,2017-06-25,7,110,summer,0,2017.0
4,440,2017-06-26,7,142,summer,0,2017.0
4,85,2017-06-26,7,437,summer,0,2017.0
5,440,2017-07-02,7,43,summer,0,2017.0
5,110,2017-07-02,7,246,summer,0,2017.0
5,85,2017-07-03,7,201,summer,0,2017.0
5,437,2017-07-03,7,142,summer,0,2017.0
6,437,2017-07-16,7,440,summer,0,2017.0
6,142,2017-07-16,7,85,summer,0,2017.0
6,110,2017-07-17,7,201,summer,0,2017.0
6,246,2017-07-17,7,43,summer,0,2017.0
7,142,2017-07-23,7,110,summer,0,2017.0
7,43,2017-07-23,7,201,summer,0,2017.0
7,246,2017-07-24,7,437,summer,0,2017.0
7,85,2017-07-24,7,440,summer,0,2017.0
1,85,2018-01-21,7,440,spring,0,2018.0
1,110,2018-01-21,7,36,spring,0,2018.0
1,437,2018-01-22,7,246,spring,0,2018.0
1,43,2018-01-22,7,142,spring,0,2018.0
2,43,2018-01-28,7,110,spring,0,2018.0
2,246,2018-01-28,7,85,spring,0,2018.0
2,440,2018-01-29,7,142,spring,0,2018.0
2,36,2018-01-29,7,437,spring,0,2018.0
3,110,2018-02-04,7,437,spring,0,2018.0
3,246,2018-02-04,7,440,spring,0,2018.0
3,36,2018-02-05,7,43,spring,0,2018.0
3,142,2018-02-05,7,85,spring,0,2018.0
4,440,2018-02-18,7,437,spring,0,2018.0
4,36,2018-02-18,7,142,spring,0,2018.0
4,246,2018-02-19,7,43,spring,0,2018.0
4,85,2018-02-19,7,110,spring,0,2018.0
5,36,2018-02-25,7,246,spring,0,2018.0
5,440,2018-02-25,7,43,spring,0,2018.0
5,85,2018-02-26,7,437,spring,0,2018.0
5,142,2018-02-26,7,110,spring,0,2018.0
6,43,2018-03-04,7,85,spring,0,2018.0
6,437,2018-03-04,7,142,spring,0,2018.0
6,110,2018-03-05,7,246,spring,0,2018.0
6,440,2018-03-05,7,36,spring,0,2018.0
7,142,2018-03-11,7,246,spring,0,2018.0
7,110,2018-03-11,7,440,spring,0,2018.0
7,85,2018-03-12,7,36,spring,0,2018.0
7,437,2018-03-12,7,43,spring,0,2018.0
1,85,2018-06-10,7,36,summer,0,2018.0
1,440,2018-06-10,7,142,summer,0,2018.0
1,110,2018-06-11,7,43,summer,0,2018.0
1,208,2018-06-11,7,303,summer,0,2018.0
2,142,2018-06-16,7,43,summer,0,2018.0
2,440,2018-06-16,7,85,summer,0,2018.0
2,36,2018-06-17,7,208,summer,0,2018.0
2,303,2018-06-17,7,110,summer,0,2018.0
3,85,2018-06-24,7,208,summer,0,2018.0
3,110,2018-06-24,7,142,summer,0,2018.0
3,303,2018-06-25,7,440,summer,0,2018.0
3,43,2018-06-25,7,36,summer,0,2018.0
4,36,2018-07-01,7,440,summer,0,2018.0
4,208,2018-07-01,7,142,summer,0,2018.0
4,43,2018-07-02,7,303,summer,0,2018.0
4,110,2018-07-02,7,85,summer,0,2018.0
5,208,2018-07-22,7,110,summer,0,2018.0
5,36,2018-07-22,7,303,summer,0,2018.0
5,85,2018-07-23,7,142,summer,0,2018.0
5,43,2018-07-23,7,440,summer,0,2018.0
6,142,2018-07-29,7,303,summer,0,2018.0
6,440,2018-07-29,7,208,summer,0,2018.0
6,85,2018-07-30,7,43,summer,0,2018.0
6,36,2018-07-30,7,110,summer,0,2018.0
7,142,2018-08-05,7,36,summer,0,2018.0
7,440,2018-08-05,7,110,summer,0,2018.0
7,303,2018-08-06,7,85,summer,0,2018.0
7,43,2018-08-06,7,208,summer,0,2018.0
1,208,2019-01-13,7,36,spring,0,2019.0
1,440,2019-01-13,7,284,spring,0,2019.0
1,142,2019-01-13,7,411,spring,0,2019.0
1,85,2019-01-13,7,110,spring,0,2019.0
1,284,2019-01-14,7,36,spring,0,2019.0
1,440,2019-01-14,7,110,spring,0,2019.0
1,411,2019-01-14,7,85,spring,0,2019.0
1,208,2019-01-14,7,142,spring,0,2019.0
2,411,2019-01-20,7,110,spring,0,2019.0
2,85,2019-01-20,7,142,spring,0,2019.0
2,284,2019-01-20,7,208,spring,0,2019.0
2,440,2019-01-20,7,36,spring,0,2019.0
2,284,2019-01-21,7,142,spring,0,2019.0
2,411,2019-01-21,7,208,spring,0,2019.0
2,110,2019-01-21,7,36,spring,0,2019.0
2,440,2019-01-21,7,85,spring,0,2019.0
3,440,2019-01-27,7,142,spring,0,2019.0
3,411,2019-01-27,7,36,spring,0,2019.0
3,208,2019-01-27,7,85,spring,0,2019.0
3,110,2019-01-27,7,284,spring,0,2019.0
3,85,2019-01-28,7,36,spring,0,2019.0
3,110,2019-01-28,7,142,spring,0,2019.0
3,208,2019-01-28,7,440,spring,0,2019.0
3,411,2019-01-28,7,284,spring,0,2019.0
4,208,2019-02-03,7,110,spring,0,2019.0
4,85,2019-02-03,7,284,spring,0,2019.0
4,142,2019-02-03,7,36,spring,0,2019.0
4,411,2019-02-03,7,440,spring,0,2019.0
4,36,2019-02-04,7,208,spring,0,2019.0
4,411,2019-02-04,7,142,spring,0,2019.0
4,284,2019-02-04,7,440,spring,0,2019.0
4,110,2019-02-04,7,85,spring,0,2019.0
5,85,2019-02-10,7,411,spring,0,2019.0
5,110,2019-02-10,7,440,spring,0,2019.0
5,36,2019-02-10,7,284,spring,0,2019.0
5,142,2019-02-11,7,85,spring,0,2019.0
5,36,2019-02-11,7,440,spring,0,2019.0
5,208,2019-02-11,7,284,spring,0,2019.0
5,110,2019-02-11,7,411,spring,0,2019.0
5,142,2019-02-12,7,208,spring,0,2019.0
6,142,2019-02-17,7,284,spring,0,2019.0
6,36,2019-02-17,7,110,spring,0,2019.0
6,85,2019-02-17,7,440,spring,0,2019.0
6,208,2019-02-17,7,411,spring,0,2019.0
6,284,2019-02-18,7,110,spring,0,2019.0
6,85,2019-02-18,7,208,spring,0,2019.0
6,36,2019-02-18,7,411,spring,0,2019.0
6,142,2019-02-18,7,440,spring,0,2019.0
7,440,2019-02-24,7,208,spring,0,2019.0
7,284,2019-02-24,7,411,spring,0,2019.0
7,142,2019-02-24,7,110,spring,0,2019.0
7,36,2019-02-24,7,85,spring,0,2019.0
7,440,2019-02-25,7,411,spring,0,2019.0
7,284,2019-02-25,7,85,spring,0,2019.0
7,36,2019-02-25,7,142,spring,0,2019.0
7,110,2019-02-25,7,208,spring,0,2019.0
8,142,2019-03-09,7,411,spring,0,2019.0
8,440,2019-03-09,7,284,spring,0,2019.0
8,110,2019-03-09,7,85,spring,0,2019.0
8,208,2019-03-09,7,36,spring,0,2019.0
8,440,2019-03-10,7,110,spring,0,2019.0
8,208,2019-03-10,7,142,spring,0,2019.0
8,284,2019-03-10,7,36,spring,0,2019.0
8,85,2019-03-10,7,411,spring,0,2019.0
8,208,2019-03-11,7,284,spring,0,2019.0
8,411,2019-03-11,7,110,spring,0,2019.0
8,36,2019-03-11,7,440,spring,0,2019.0
8,85,2019-03-11,7,142,spring,0,2019.0
9,440,2019-03-17,7,85,spring,0,2019.0
9,110,2019-03-17,7,36,spring,0,2019.0
9,284,2019-03-17,7,142,spring,0,2019.0
9,208,2019-03-17,7,411,spring,0,2019.0
9,110,2019-03-18,7,284,spring,0,2019.0
9,85,2019-03-18,7,208,spring,0,2019.0
9,36,2019-03-18,7,411,spring,0,2019.0
9,142,2019-03-18,7,440,spring,0,2019.0
10,36,2019-03-24,7,85,spring,0,2019.0
10,411,2019-03-24,7,284,spring,0,2019.0
10,110,2019-03-24,7,142,spring,0,2019.0
10,440,2019-03-24,7,208,spring,0,2019.0
10,142,2019-03-25,7,36,spring,0,2019.0
10,411,2019-03-25,7,440,spring,0,2019.0
10,208,2019-03-25,7,110,spring,0,2019.0
10,85,2019-03-25,7,284,spring,0,2019.0
1,208,2019-06-02,7,437,summer,0,2019.0
1,284,2019-06-02,7,110,summer,0,2019.0
1,85,2019-06-02,7,411,summer,0,2019.0
1,246,2019-06-02,7,36,summer,0,2019.0
1,437,2019-06-03,7,110,summer,0,2019.0
1,284,2019-06-03,7,246,summer,0,2019.0
1,411,2019-06-03,7,36,summer,0,2019.0
1,85,2019-06-03,7,208,summer,0,2019.0
2,411,2019-06-09,7,246,summer,0,2019.0
2,36,2019-06-09,7,85,summer,0,2019.0
2,110,2019-06-09,7,208,summer,0,2019.0
2,437,2019-06-09,7,284,summer,0,2019.0
2,85,2019-06-10,7,110,summer,0,2019.0
2,208,2019-06-10,7,411,summer,0,2019.0
2,246,2019-06-10,7,437,summer,0,2019.0
2,284,2019-06-10,7,36,summer,0,2019.0
3,85,2019-06-16,7,284,summer,0,2019.0
3,437,2019-06-16,7,411,summer,0,2019.0
3,36,2019-06-16,7,208,summer,0,2019.0
3,110,2019-06-16,7,246,summer,0,2019.0
3,36,2019-06-17,7,437,summer,0,2019.0
3,246,2019-06-17,7,85,summer,0,2019.0
3,208,2019-06-17,7,284,summer,0,2019.0
3,411,2019-06-17,7,110,summer,0,2019.0
4,208,2019-06-23,7,246,summer,0,2019.0
4,110,2019-06-23,7,36,summer,0,2019.0
4,437,2019-06-23,7,85,summer,0,2019.0
4,284,2019-06-23,7,411,summer,0,2019.0
4,437,2019-06-24,7,208,summer,0,2019.0
4,411,2019-06-24,7,85,summer,0,2019.0
4,110,2019-06-24,7,284,summer,0,2019.0
4,36,2019-06-24,7,246,summer,0,2019.0
5,36,2019-06-30,7,411,summer,0,2019.0
5,208,2019-06-30,7,85,summer,0,2019.0
5,246,2019-06-30,7,284,summer,0,2019.0
5,110,2019-06-30,7,437,summer,0,2019.0
5,85,2019-07-01,7,36,summer,0,2019.0
5,284,2019-07-01,7,437,summer,0,2019.0
5,208,2019-07-01,7,110,summer,0,2019.0
5,246,2019-07-01,7,411,summer,0,2019.0
6,110,2019-07-07,7,85,summer,0,2019.0
6,437,2019-07-07,7,246,summer,0,2019.0
6,36,2019-07-07,7,284,summer,0,2019.0
6,411,2019-07-07,7,208,summer,0,2019.0
6,246,2019-07-08,7,110,summer,0,2019.0
6,208,2019-07-08,7,36,summer,0,2019.0
6,411,2019-07-08,7,437,summer,0,2019.0
6,284,2019-07-08,7,85,summer,0,2019.0
7,284,2019-07-14,7,208,summer,0,2019.0
7,110,2019-07-14,7,411,summer,0,2019.0
7,85,2019-07-14,7,246,summer,0,2019.0
7,437,2019-07-14,7,36,summer,0,2019.0
7,411,2019-07-15,7,284,summer,0,2019.0
7,36,2019-07-15,7,110,summer,0,2019.0
7,85,2019-07-15,7,437,summer,0,2019.0
7,246,2019-07-15,7,208,summer,0,2019.0
8,85,2019-07-21,7,411,summer,0,2019.0
8,284,2019-07-21,7,110,summer,0,2019.0
8,246,2019-07-21,7,36,summer,0,2019.0
8,208,2019-07-21,7,437,summer,0,2019.0
8,284,2019-07-22,7,246,summer,0,2019.0
