league_id,year,season,date,home_team_id,away_team_id,tiebreaker,match_round,match_id,team_1,team_2,league_name,patch
5,2020,summer,2020-07-14,287,364,0,7,54,Team 7AM,KV Mechelen,BL,
5,2020,summer,2020-07-14,273,384,0,7,55,Aethra,Brussels Guardians,BL,
5,2020,summer,2020-07-14,287,344,0,7,56,Team 7AM,Sector One,BL,
5,2020,summer,2020-07-14,273,407,0,7,57,Aethra,RSCA,BL,
5,2020,summer,2020-07-21,384,364,0,8,58,Brussels Guardians,KV Mechelen,BL,
5,2020,summer,2020-07-21,273,287,0,8,59,Aethra,Team 7AM,BL,
5,2020,summer,2020-07-21,344,407,0,8,60,Sector One,RSCA,BL,
8,2017,summer,2017-08-06,182,429,0,9,853,Griffin,SeolHaeOne Prince,Challengers Korea,
8,2019,spring,2019-01-28,118,60,0,2,980,hyFresh Blade,bbq,Challengers Korea,
10,2020,spring,2020-01-22,425,1,0,1,1258,mCon Rotterdam,Echo Zulu,DL,
10,2020,spring,2020-01-22,169,180,0,1,1259,THRILL,PSV,DL,
10,2020,spring,2020-01-22,425,340,0,1,1260,mCon Rotterdam,Dynasty,DL,
10,2020,spring,2020-01-22,169,289,0,1,1261,THRILL,Defusekids,DL,
10,2020,spring,2020-01-29,180,340,0,2,1262,PSV,Dynasty,DL,
10,2020,spring,2020-01-29,1,289,0,2,1263,Echo Zulu,Defusekids,DL,
10,2020,spring,2020-01-29,180,425,0,2,1264,PSV,mCon Rotterdam,DL,
10,2020,spring,2020-01-29,1,169,0,2,1265,Echo Zulu,THRILL,DL,
10,2020,spring,2020-02-05,340,169,0,3,1266,Dynasty,THRILL,DL,
10,2020,spring,2020-02-05,289,425,0,3,1267,Defusekids,mCon Rotterdam,DL,
10,2020,spring,2020-02-05,340,1,0,3,1268,Dynasty,Echo Zulu,DL,
10,2020,spring,2020-02-05,289,180,0,3,1269,Defusekids,PSV,DL,
10,2020,spring,2020-02-12,425,169,0,4,1270,mCon Rotterdam,THRILL,DL,
10,2020,spring,2020-02-12,340,289,0,4,1271,Dynasty,Defusekids,DL,
10,2020,spring,2020-03-11,1,180,0,4,1272,Echo Zulu,PSV,DL,
10,2020,spring,2020-02-19,169,289,0,5,1273,THRILL,Defusekids,DL,
10,2020,spring,2020-02-19,425,340,0,5,1274,mCon Rotterdam,Dynasty,DL,
10,2020,spring,2020-02-19,169,180,0,5,1275,THRILL,PSV,DL,
10,2020,spring,2020-02-19,425,1,0,5,1276,mCon Rotterdam,Echo Zulu,DL,
10,2020,spring,2020-02-26,1,169,0,6,1277,Echo Zulu,THRILL,DL,
10,2020,spring,2020-02-26,180,425,0,6,1278,PSV,mCon Rotterdam,DL,
10,2020,spring,2020-02-26,1,289,0,6,1279,Echo Zulu,Defusekids,DL,
10,2020,spring,2020-02-26,180,340,0,6,1280,PSV,Dynasty,DL,
10,2020,spring,2020-03-04,289,180,0,7,1281,Defusekids,PSV,DL,
10,2020,spring,2020-03-04,340,1,0,7,1282,Dynasty,Echo Zulu,DL,
10,2020,spring,2020-03-04,289,425,0,7,1283,Defusekids,mCon Rotterdam,DL,
10,2020,spring,2020-03-04,340,169,0,7,1284,Dynasty,THRILL,DL,
10,2020,spring,2020-03-11,340,289,0,8,1285,Dynasty,Defusekids,DL,
10,2020,spring,2020-03-11,1,180,0,8,1286,Echo Zulu,PSV,DL,
10,2020,spring,2020-03-11,425,169,0,8,1287,mCon Rotterdam,THRILL,DL,
10,2020,summer,2020-06-03,169,425,0,1,1288,THRILL,mCon Rotterdam,DL,
10,2020,summer,2020-06-03,1,340,0,1,1289,Echo Zulu,Dynasty,DL,
10,2020,summer,2020-06-03,169,22,0,1,1290,THRILL,LowLandLions,DL,
10,2020,summer,2020-06-03,1,180,0,1,1291,Echo Zulu,PSV,DL,
10,2020,summer,2020-06-10,340,22,0,2,1292,Dynasty,LowLandLions,DL,
10,2020,summer,2020-06-10,425,180,0,2,1293,mCon Rotterdam,PSV,DL,
10,2020,summer,2020-06-10,340,169,0,2,1294,Dynasty,THRILL,DL,
10,2020,summer,2020-06-10,425,1,0,2,1295,mCon Rotterdam,Echo Zulu,DL,
10,2020,summer,2020-06-17,22,1,0,3,1296,LowLandLions,Echo Zulu,DL,
10,2020,summer,2020-06-17,180,169,0,3,1297,PSV,THRILL,DL,
10,2020,summer,2020-06-17,22,425,0,3,1298,LowLandLions,mCon Rotterdam,DL,
10,2020,summer,2020-06-17,180,340,0,3,1299,PSV,Dynasty,DL,
10,2020,summer,2020-06-24,169,1,0,4,1300,THRILL,Echo Zulu,DL,
10,2020,summer,2020-06-24,22,180,0,4,1301,LowLandLions,PSV,DL,
10,2020,summer,2020-06-24,425,340,0,4,1302,mCon Rotterdam,Dynasty,DL,
10,2020,summer,2020-07-01,1,180,0,5,1303,Echo Zulu,PSV,DL,
10,2020,summer,2020-07-01,169,22,0,5,1304,THRILL,LowLandLions,DL,
10,2020,summer,2020-07-01,1,340,0,5,1305,Echo Zulu,Dynasty,DL,
10,2020,summer,2020-07-01,169,425,0,5,1306,THRILL,mCon Rotterdam,DL,
10,2020,summer,2020-07-08,425,1,0,6,1307,mCon Rotterdam,Echo Zulu,DL,
10,2020,summer,2020-07-08,340,169,0,6,1308,Dynasty,THRILL,DL,
10,2020,summer,2020-07-08,425,180,0,6,1309,mCon Rotterdam,PSV,DL,
10,2020,summer,2020-07-08,340,22,0,6,1310,Dynasty,LowLandLions,DL,
10,2020,summer,2020-07-15,180,340,0,7,1311,PSV,Dynasty,DL,
10,2020,summer,2020-07-15,22,425,0,7,1312,LowLandLions,mCon Rotterdam,DL,
10,2020,summer,2020-07-15,180,169,0,7,1313,PSV,THRILL,DL,
10,2020,summer,2020-07-15,22,1,0,7,1314,LowLandLions,Echo Zulu,DL,
10,2020,summer,2020-07-22,425,340,0,8,1315,mCon Rotterdam,Dynasty,DL,
10,2020,summer,2020-07-22,22,180,0,8,1316,LowLandLions,PSV,DL,
10,2020,summer,2020-07-22,169,1,0,8,1317,THRILL,Echo Zulu,DL,
11,2017,spring,2017-01-16,342,276,0,1,1318,Raise Gaming,TWOTWOEIGHT,ECS,
11,2017,spring,2017-01-16,363,170,0,1,1319,Team Yetti,ahq Fighter,ECS,
11,2017,spring,2017-01-17,301,401,0,1,1320,J Team 2,NonHK,ECS,
11,2017,spring,2017-01-17,359,140,0,1,1321,WingsOflibeRty,Cougar E-Sport,ECS,
11,2017,spring,2017-01-18,170,276,0,1,1322,ahq Fighter,TWOTWOEIGHT,ECS,
11,2017,spring,2017-01-18,363,342,0,1,1323,Team Yetti,Raise Gaming,ECS,
11,2017,spring,2017-01-19,140,401,0,1,1324,Cougar E-Sport,NonHK,ECS,
11,2017,spring,2017-01-19,359,301,0,1,1325,WingsOflibeRty,J Team 2,ECS,
11,2017,spring,2017-01-24,342,170,0,2,1326,Raise Gaming,ahq Fighter,ECS,
11,2017,spring,2017-01-24,276,363,0,2,1327,TWOTWOEIGHT,Team Yetti,ECS,
11,2017,spring,2017-01-25,301,140,0,2,1328,J Team 2,Cougar E-Sport,ECS,
11,2017,spring,2017-01-25,401,359,0,2,1329,NonHK,WingsOflibeRty,ECS,
11,2017,spring,2017-02-06,401,276,0,3,1330,NonHK,TWOTWOEIGHT,ECS,
11,2017,spring,2017-02-06,301,342,0,3,1331,J Team 2,Raise Gaming,ECS,
11,2017,spring,2017-02-07,140,170,0,3,1332,Cougar E-Sport,ahq Fighter,ECS,
11,2017,spring,2017-02-07,359,363,0,3,1333,WingsOflibeRty,Team Yetti,ECS,
11,2017,spring,2017-02-08,342,401,0,3,1334,Raise Gaming,NonHK,ECS,
11,2017,spring,2017-02-08,276,301,0,3,1335,TWOTWOEIGHT,J Team 2,ECS,
11,2017,spring,2017-02-09,363,140,0,3,1336,Team Yetti,Cougar E-Sport,ECS,
11,2017,spring,2017-02-09,170,359,0,3,1337,ahq Fighter,WingsOflibeRty,ECS,
11,2017,spring,2017-02-14,359,276,0,4,1338,WingsOflibeRty,TWOTWOEIGHT,ECS,
11,2017,spring,2017-02-14,140,342,0,4,1339,Cougar E-Sport,Raise Gaming,ECS,
11,2017,spring,2017-02-15,301,170,0,4,1340,J Team 2,ahq Fighter,ECS,
11,2017,spring,2017-02-15,401,363,0,4,1341,NonHK,Team Yetti,ECS,
11,2017,spring,2017-02-16,342,359,0,4,1342,Raise Gaming,WingsOflibeRty,ECS,
11,2017,spring,2017-02-16,276,140,0,4,1343,TWOTWOEIGHT,Cougar E-Sport,ECS,
11,2017,spring,2017-02-21,363,301,0,5,1344,Team Yetti,J Team 2,ECS,
11,2017,spring,2017-02-21,170,401,0,5,1345,ahq Fighter,NonHK,ECS,
11,2017,spring,2017-02-22,170,363,0,5,1346,ahq Fighter,Team Yetti,ECS,
11,2017,spring,2017-02-22,276,342,0,5,1347,TWOTWOEIGHT,Raise Gaming,ECS,
11,2017,spring,2017-02-23,140,359,0,5,1348,Cougar E-Sport,WingsOflibeRty,ECS,
11,2017,spring,2017-02-23,401,301,0,5,1349,NonHK,J Team 2,ECS,
11,2017,spring,2017-03-07,342,363,0,6,1350,Raise Gaming,Team Yetti,ECS,
11,2017,spring,2017-03-07,276,170,0,6,1351,TWOTWOEIGHT,ahq Fighter,ECS,
11,2017,spring,2017-03-08,301,359,0,6,1352,J Team 2,WingsOflibeRty,ECS,
11,2017,spring,2017-03-08,401,140,0,6,1353,NonHK,Cougar E-Sport,ECS,
11,2017,spring,2017-03-09,363,276,0,6,1354,Team Yetti,TWOTWOEIGHT,ECS,
11,2017,spring,2017-03-09,170,342,0,6,1355,ahq Fighter,Raise Gaming,ECS,
11,2017,spring,2017-03-14,359,401,0,7,1356,WingsOflibeRty,NonHK,ECS,
11,2017,spring,2017-03-14,140,301,0,7,1357,Cougar E-Sport,J Team 2,ECS,
11,2017,spring,2017-03-15,342,301,0,7,1358,Raise Gaming,J Team 2,ECS,
11,2017,spring,2017-03-15,276,401,0,7,1359,TWOTWOEIGHT,NonHK,ECS,
11,2017,spring,2017-03-16,363,359,0,7,1360,Team Yetti,WingsOflibeRty,ECS,
11,2017,spring,2017-03-16,170,140,0,7,1361,ahq Fighter,Cougar E-Sport,ECS,
11,2017,spring,2017-03-21,301,276,0,8,1362,J Team 2,TWOTWOEIGHT,ECS,
11,2017,spring,2017-03-21,401,342,0,8,1363,NonHK,Raise Gaming,ECS,
11,2017,spring,2017-03-22,359,170,0,8,1364,WingsOflibeRty,ahq Fighter,ECS,
11,2017,spring,2017-03-22,140,363,0,8,1365,Cougar E-Sport,Team Yetti,ECS,
11,2017,spring,2017-03-23,342,140,0,8,1366,Raise Gaming,Cougar E-Sport,ECS,
11,2017,spring,2017-03-23,276,359,0,8,1367,TWOTWOEIGHT,WingsOflibeRty,ECS,
11,2017,spring,2017-03-27,363,401,0,9,1368,Team Yetti,NonHK,ECS,
11,2017,spring,2017-03-27,170,301,0,9,1369,ahq Fighter,J Team 2,ECS,
11,2017,spring,2017-03-28,140,276,0,9,1370,Cougar E-Sport,TWOTWOEIGHT,ECS,
11,2017,spring,2017-03-28,359,342,0,9,1371,WingsOflibeRty,Raise Gaming,ECS,
11,2017,spring,2017-03-29,401,170,0,9,1372,NonHK,ahq Fighter,ECS,
11,2017,spring,2017-03-29,301,363,0,9,1373,J Team 2,Team Yetti,ECS,
11,2017,summer,2017-06-06,8,363,0,1,1374,HK Attitude Mage,Team Yetti,ECS,
11,2017,summer,2017-06-06,250,329,0,1,1375,Kowloon Esports,AOC Gaming,ECS,
11,2017,summer,2017-06-07,170,301,0,1,1376,ahq Fighter,J Team 2,ECS,
11,2017,summer,2017-06-07,103,295,0,1,1377,17 Academy,MAD Dragon,ECS,
11,2017,summer,2017-06-08,329,363,0,1,1378,AOC Gaming,Team Yetti,ECS,
11,2017,summer,2017-06-08,250,8,0,1,1379,Kowloon Esports,HK Attitude Mage,ECS,
11,2017,summer,2017-06-13,295,301,0,2,1380,MAD Dragon,J Team 2,ECS,
11,2017,summer,2017-06-13,103,170,0,2,1381,17 Academy,ahq Fighter,ECS,
11,2017,summer,2017-06-14,8,329,0,2,1382,HK Attitude Mage,AOC Gaming,ECS,
11,2017,summer,2017-06-14,363,250,0,2,1383,Team Yetti,Kowloon Esports,ECS,
11,2017,summer,2017-06-15,170,295,0,2,1384,ahq Fighter,MAD Dragon,ECS,
11,2017,summer,2017-06-15,301,103,0,2,1385,J Team 2,17 Academy,ECS,
11,2017,summer,2017-06-20,301,363,0,3,1386,J Team 2,Team Yetti,ECS,
11,2017,summer,2017-06-20,170,8,0,3,1387,ahq Fighter,HK Attitude Mage,ECS,
11,2017,summer,2017-06-21,295,329,0,3,1388,MAD Dragon,AOC Gaming,ECS,
11,2017,summer,2017-06-21,103,250,0,3,1389,17 Academy,Kowloon Esports,ECS,
11,2017,summer,2017-06-22,8,301,0,3,1390,HK Attitude Mage,J Team 2,ECS,
11,2017,summer,2017-06-22,363,170,0,3,1391,Team Yetti,ahq Fighter,ECS,
11,2017,summer,2017-06-27,250,295,0,4,1392,Kowloon Esports,MAD Dragon,ECS,
11,2017,summer,2017-06-27,329,103,0,4,1393,AOC Gaming,17 Academy,ECS,
11,2017,summer,2017-06-28,103,363,0,4,1394,17 Academy,Team Yetti,ECS,
11,2017,summer,2017-06-28,295,8,0,4,1395,MAD Dragon,HK Attitude Mage,ECS,
11,2017,summer,2017-06-29,170,329,0,4,1396,ahq Fighter,AOC Gaming,ECS,
11,2017,summer,2017-06-29,301,250,0,4,1397,J Team 2,Kowloon Esports,ECS,
11,2017,summer,2017-07-03,8,103,0,5,1398,HK Attitude Mage,17 Academy,ECS,
11,2017,summer,2017-07-03,363,295,0,5,1399,Team Yetti,MAD Dragon,ECS,
11,2017,summer,2017-07-04,250,170,0,5,1400,Kowloon Esports,ahq Fighter,ECS,
11,2017,summer,2017-07-04,329,301,0,5,1401,AOC Gaming,J Team 2,ECS,
11,2017,summer,2017-07-05,329,250,0,5,1402,AOC Gaming,Kowloon Esports,ECS,
11,2017,summer,2017-07-05,363,8,0,5,1403,Team Yetti,HK Attitude Mage,ECS,
11,2017,summer,2017-07-11,295,103,0,6,1404,MAD Dragon,17 Academy,ECS,
11,2017,summer,2017-07-11,301,170,0,6,1405,J Team 2,ahq Fighter,ECS,
11,2017,summer,2017-07-12,8,250,0,6,1406,HK Attitude Mage,Kowloon Esports,ECS,
11,2017,summer,2017-07-12,329,363,0,6,1407,AOC Gaming,Team Yetti,ECS,
11,2017,summer,2017-07-13,170,103,0,6,1408,ahq Fighter,17 Academy,ECS,
11,2017,summer,2017-07-13,295,301,0,6,1409,MAD Dragon,J Team 2,ECS,
11,2017,summer,2017-07-17,250,363,0,7,1410,Kowloon Esports,Team Yetti,ECS,
11,2017,summer,2017-07-17,329,8,0,7,1411,AOC Gaming,HK Attitude Mage,ECS,
11,2017,summer,2017-07-18,103,301,0,7,1412,17 Academy,J Team 2,ECS,
11,2017,summer,2017-07-18,295,170,0,7,1413,MAD Dragon,ahq Fighter,ECS,
11,2017,summer,2017-07-19,8,170,0,7,1414,HK Attitude Mage,ahq Fighter,ECS,
11,2017,summer,2017-07-19,363,301,0,7,1415,Team Yetti,J Team 2,ECS,
11,2017,summer,2017-07-25,250,103,0,8,1416,Kowloon Esports,17 Academy,ECS,
11,2017,summer,2017-07-25,329,295,0,8,1417,AOC Gaming,MAD Dragon,ECS,
11,2017,summer,2017-07-26,170,363,0,8,1418,ahq Fighter,Team Yetti,ECS,
11,2017,summer,2017-07-26,301,8,0,8,1419,J Team 2,HK Attitude Mage,ECS,
11,2017,summer,2017-07-27,103,329,0,8,1420,17 Academy,AOC Gaming,ECS,
11,2017,summer,2017-07-27,295,250,0,8,1421,MAD Dragon,Kowloon Esports,ECS,
11,2017,summer,2017-07-31,8,295,0,9,1422,HK Attitude Mage,MAD Dragon,ECS,
11,2017,summer,2017-07-31,363,103,0,9,1423,Team Yetti,17 Academy,ECS,
11,2017,summer,2017-08-01,250,301,0,9,1424,Kowloon Esports,J Team 2,ECS,
11,2017,summer,2017-08-01,329,170,0,9,1425,AOC Gaming,ahq Fighter,ECS,
11,2017,summer,2017-08-02,103,8,0,9,1426,17 Academy,HK Attitude Mage,ECS,
11,2017,summer,2017-08-02,295,363,0,9,1427,MAD Dragon,Team Yetti,ECS,
11,2017,summer,2017-08-03,301,329,0,9,1428,J Team 2,AOC Gaming,ECS,
11,2017,summer,2017-08-03,170,250,0,9,1429,ahq Fighter,Kowloon Esports,ECS,
11,2018,spring,2018-01-16,127,301,0,1,1430,Ares Gaming,J Team 2,ECS,
11,2018,spring,2018-01-16,6,103,0,1,1431,Afro Beast,17 Academy,ECS,
11,2018,spring,2018-01-17,103,301,0,1,1432,17 Academy,J Team 2,ECS,
11,2018,spring,2018-01-17,170,30,0,1,1433,ahq Fighter,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-01-18,250,318,0,1,1434,Kowloon Esports,K Special Forces,ECS,
11,2018,spring,2018-01-18,6,127,0,1,1435,Afro Beast,Ares Gaming,ECS,
11,2018,spring,2018-01-23,30,318,0,2,1436,ONE SEVEN EIGHT,K Special Forces,ECS,
11,2018,spring,2018-01-23,170,250,0,2,1437,ahq Fighter,Kowloon Esports,ECS,
11,2018,spring,2018-01-24,127,103,0,2,1438,Ares Gaming,17 Academy,ECS,
11,2018,spring,2018-01-24,301,6,0,2,1439,J Team 2,Afro Beast,ECS,
11,2018,spring,2018-01-25,250,30,0,2,1440,Kowloon Esports,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-01-25,318,170,0,2,1441,K Special Forces,ahq Fighter,ECS,
11,2018,spring,2018-01-30,318,301,0,3,1442,K Special Forces,J Team 2,ECS,
11,2018,spring,2018-01-30,250,127,0,3,1443,Kowloon Esports,Ares Gaming,ECS,
11,2018,spring,2018-01-31,30,103,0,3,1444,ONE SEVEN EIGHT,17 Academy,ECS,
11,2018,spring,2018-01-31,170,6,0,3,1445,ahq Fighter,Afro Beast,ECS,
11,2018,spring,2018-02-01,127,318,0,3,1446,Ares Gaming,K Special Forces,ECS,
11,2018,spring,2018-02-01,301,250,0,3,1447,J Team 2,Kowloon Esports,ECS,
11,2018,spring,2018-02-06,6,30,0,4,1448,Afro Beast,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-02-06,103,170,0,4,1449,17 Academy,ahq Fighter,ECS,
11,2018,spring,2018-02-07,170,301,0,4,1450,ahq Fighter,J Team 2,ECS,
11,2018,spring,2018-02-07,30,127,0,4,1451,ONE SEVEN EIGHT,Ares Gaming,ECS,
11,2018,spring,2018-02-08,250,103,0,4,1452,Kowloon Esports,17 Academy,ECS,
11,2018,spring,2018-02-08,318,6,0,4,1453,K Special Forces,Afro Beast,ECS,
11,2018,spring,2018-02-21,127,170,0,5,1454,Ares Gaming,ahq Fighter,ECS,
11,2018,spring,2018-02-21,301,30,0,5,1455,J Team 2,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-02-22,6,250,0,5,1456,Afro Beast,Kowloon Esports,ECS,
11,2018,spring,2018-02-22,103,318,0,5,1457,17 Academy,K Special Forces,ECS,
11,2018,spring,2018-02-27,103,6,0,6,1458,17 Academy,Afro Beast,ECS,
11,2018,spring,2018-02-27,301,127,0,6,1459,J Team 2,Ares Gaming,ECS,
11,2018,spring,2018-03-01,30,170,0,6,1460,ONE SEVEN EIGHT,ahq Fighter,ECS,
11,2018,spring,2018-03-01,318,250,0,6,1461,K Special Forces,Kowloon Esports,ECS,
11,2018,spring,2018-03-06,127,6,0,7,1462,Ares Gaming,Afro Beast,ECS,
11,2018,spring,2018-03-06,301,103,0,7,1463,J Team 2,17 Academy,ECS,
11,2018,spring,2018-03-07,250,170,0,7,1464,Kowloon Esports,ahq Fighter,ECS,
11,2018,spring,2018-03-07,318,30,0,7,1465,K Special Forces,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-03-08,6,301,0,7,1466,Afro Beast,J Team 2,ECS,
11,2018,spring,2018-03-08,103,127,0,7,1467,17 Academy,Ares Gaming,ECS,
11,2018,spring,2018-03-13,170,318,0,8,1468,ahq Fighter,K Special Forces,ECS,
11,2018,spring,2018-03-13,30,250,0,8,1469,ONE SEVEN EIGHT,Kowloon Esports,ECS,
11,2018,spring,2018-03-14,127,250,0,8,1470,Ares Gaming,Kowloon Esports,ECS,
11,2018,spring,2018-03-14,301,318,0,8,1471,J Team 2,K Special Forces,ECS,
11,2018,spring,2018-03-15,6,170,0,8,1472,Afro Beast,ahq Fighter,ECS,
11,2018,spring,2018-03-15,103,30,0,8,1473,17 Academy,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-03-20,250,301,0,9,1474,Kowloon Esports,J Team 2,ECS,
11,2018,spring,2018-03-20,318,127,0,9,1475,K Special Forces,Ares Gaming,ECS,
11,2018,spring,2018-03-21,170,103,0,9,1476,ahq Fighter,17 Academy,ECS,
11,2018,spring,2018-03-21,30,6,0,9,1477,ONE SEVEN EIGHT,Afro Beast,ECS,
11,2018,spring,2018-03-22,127,30,0,9,1478,Ares Gaming,ONE SEVEN EIGHT,ECS,
11,2018,spring,2018-03-22,301,170,0,9,1479,J Team 2,ahq Fighter,ECS,
11,2018,spring,2018-03-27,6,318,0,10,1480,Afro Beast,K Special Forces,ECS,
11,2018,spring,2018-03-27,103,250,0,10,1481,17 Academy,Kowloon Esports,ECS,
11,2018,spring,2018-03-28,30,301,0,10,1482,ONE SEVEN EIGHT,J Team 2,ECS,
11,2018,spring,2018-03-28,170,127,0,10,1483,ahq Fighter,Ares Gaming,ECS,
11,2018,spring,2018-03-29,318,103,0,10,1484,K Special Forces,17 Academy,ECS,
11,2018,spring,2018-03-29,250,6,0,10,1485,Kowloon Esports,Afro Beast,ECS,
11,2018,spring,2018-03-30,318,250,1,Tiebreakers,1486,K Special Forces,Kowloon Esports,ECS,
11,2018,summer,2018-07-03,301,350,0,1,1487,J Team 2,Forger Esports,ECS,
11,2018,summer,2018-07-03,263,177,0,1,1488,BUFF,NoFancy,ECS,
11,2018,summer,2018-07-04,103,76,0,1,1489,17 Academy,SuperEsports,ECS,
11,2018,summer,2018-07-04,250,227,0,1,1490,Kowloon Esports,Alice Queen,ECS,
11,2018,summer,2018-07-06,301,263,0,1,1491,J Team 2,BUFF,ECS,
11,2018,summer,2018-07-06,250,103,0,1,1492,Kowloon Esports,17 Academy,ECS,
11,2018,summer,2018-07-06,177,350,0,1,1493,NoFancy,Forger Esports,ECS,
11,2018,summer,2018-07-13,103,301,0,2,1494,17 Academy,J Team 2,ECS,
11,2018,summer,2018-07-13,250,177,0,2,1495,Kowloon Esports,NoFancy,ECS,
11,2018,summer,2018-07-13,350,76,0,2,1496,Forger Esports,SuperEsports,ECS,
11,2018,summer,2018-07-15,263,250,0,2,1497,BUFF,Kowloon Esports,ECS,
11,2018,summer,2018-07-15,76,227,0,2,1498,SuperEsports,Alice Queen,ECS,
11,2018,summer,2018-07-17,301,250,0,3,1499,J Team 2,Kowloon Esports,ECS,
11,2018,summer,2018-07-17,263,103,0,3,1500,BUFF,17 Academy,ECS,
11,2018,summer,2018-07-18,350,227,0,3,1501,Forger Esports,Alice Queen,ECS,
11,2018,summer,2018-07-18,177,76,0,3,1502,NoFancy,SuperEsports,ECS,
