league_id,year,season,date,home_team_id,away_team_id,tiebreaker,match_round
5,2020.0,summer,2020-07-07,384,287,0,6
5,2020.0,summer,2020-07-07,364,344,0,6
5,2020.0,summer,2020-07-07,384,407,0,6
5,2020.0,summer,2020-07-07,364,273,0,6
5,2020.0,summer,2020-07-14,287,364,0,7
5,2020.0,summer,2020-07-14,273,384,0,7
5,2020.0,summer,2020-07-14,287,344,0,7
5,2020.0,summer,2020-07-14,273,407,0,7
5,2020.0,summer,2020-07-21,384,364,0,8
5,2020.0,summer,2020-07-21,273,287,0,8
5,2020.0,summer,2020-07-21,344,407,0,8
6,2017.0,spring,2017-01-24,142,27,0,1
6,2017.0,spring,2017-01-25,201,348,0,1
6,2017.0,spring,2017-01-25,428,406,0,1
6,2017.0,spring,2017-01-31,348,428,0,2
6,2017.0,spring,2017-02-01,406,27,0,2
6,2017.0,spring,2017-02-01,201,142,0,2
6,2017.0,spring,2017-02-07,27,201,0,3
6,2017.0,spring,2017-02-08,406,348,0,3
6,2017.0,spring,2017-02-08,142,428,0,3
6,2017.0,spring,2017-02-14,142,406,0,4
6,2017.0,spring,2017-02-15,428,201,0,4
6,2017.0,spring,2017-02-15,27,348,0,4
6,2017.0,spring,2017-02-28,428,27,0,5
6,2017.0,spring,2017-03-01,348,142,0,5
6,2017.0,spring,2017-03-01,406,201,0,5
6,2017.0,summer,2017-06-06,36,303,0,1
6,2017.0,summer,2017-06-07,197,406,0,1
6,2017.0,summer,2017-06-07,405,282,0,1
6,2017.0,summer,2017-06-13,197,405,0,2
6,2017.0,summer,2017-06-14,406,303,0,2
6,2017.0,summer,2017-06-14,282,36,0,2
6,2017.0,summer,2017-06-20,406,36,0,3
6,2017.0,summer,2017-06-21,405,303,0,3
6,2017.0,summer,2017-06-21,197,282,0,3
6,2017.0,summer,2017-06-27,303,282,0,4
6,2017.0,summer,2017-06-28,36,197,0,4
6,2017.0,summer,2017-06-28,405,406,0,4
6,2017.0,summer,2017-07-11,36,405,0,5
6,2017.0,summer,2017-07-12,282,406,0,5
6,2017.0,summer,2017-07-18,303,197,0,5
6,2018.0,spring,2018-02-20,208,303,0,1
6,2018.0,spring,2018-02-21,405,345,0,1
6,2018.0,spring,2018-02-21,201,406,0,1
6,2018.0,spring,2018-02-27,406,405,0,2
6,2018.0,spring,2018-02-28,345,303,0,2
6,2018.0,spring,2018-02-28,201,208,0,2
6,2018.0,spring,2018-03-06,345,201,0,3
6,2018.0,spring,2018-03-07,208,406,0,3
6,2018.0,spring,2018-03-07,303,405,0,3
6,2018.0,spring,2018-03-13,405,208,0,4
6,2018.0,spring,2018-03-14,303,201,0,4
6,2018.0,spring,2018-03-14,406,345,0,4
6,2018.0,spring,2018-03-20,303,406,0,5
6,2018.0,spring,2018-03-21,405,201,0,5
6,2018.0,spring,2018-03-21,208,345,0,5
6,2018.0,summer,2018-07-17,437,246,0,1
6,2018.0,summer,2018-07-18,405,200,0,1
6,2018.0,summer,2018-07-18,411,149,0,1
6,2018.0,summer,2018-07-24,149,405,0,2
6,2018.0,summer,2018-07-25,200,246,0,2
6,2018.0,summer,2018-07-25,411,437,0,2
6,2018.0,summer,2018-07-31,200,411,0,3
6,2018.0,summer,2018-08-01,437,149,0,3
6,2018.0,summer,2018-08-01,246,405,0,3
6,2018.0,summer,2018-08-07,405,437,0,4
6,2018.0,summer,2018-08-08,246,411,0,4
6,2018.0,summer,2018-08-08,149,200,0,4
6,2018.0,summer,2018-08-14,246,149,0,5
6,2018.0,summer,2018-08-15,405,411,0,5
6,2018.0,summer,2018-08-15,437,200,0,5
6,2019.0,spring,2019-01-22,43,437,0,1
6,2019.0,spring,2019-01-22,293,405,0,1
6,2019.0,spring,2019-01-22,246,278,0,1
6,2019.0,spring,2019-01-23,437,405,0,1
6,2019.0,spring,2019-01-23,246,293,0,1
6,2019.0,spring,2019-01-23,43,278,0,1
6,2019.0,spring,2019-01-29,405,278,0,2
6,2019.0,spring,2019-01-29,246,43,0,2
6,2019.0,spring,2019-01-29,437,293,0,2
6,2019.0,spring,2019-01-30,43,405,0,2
6,2019.0,spring,2019-01-30,437,246,0,2
6,2019.0,spring,2019-01-30,278,293,0,2
6,2019.0,spring,2019-02-05,293,43,0,3
6,2019.0,spring,2019-02-05,278,437,0,3
6,2019.0,spring,2019-02-05,405,246,0,3
6,2019.0,spring,2019-02-06,437,43,0,3
6,2019.0,spring,2019-02-06,278,246,0,3
6,2019.0,spring,2019-02-06,405,293,0,3
6,2019.0,spring,2019-02-12,405,437,0,4
6,2019.0,spring,2019-02-12,293,246,0,4
6,2019.0,spring,2019-02-12,278,43,0,4
6,2019.0,spring,2019-02-13,293,437,0,4
6,2019.0,spring,2019-02-13,278,405,0,4
6,2019.0,spring,2019-02-13,43,246,0,4
6,2019.0,spring,2019-02-19,405,43,0,5
6,2019.0,spring,2019-02-19,293,278,0,5
6,2019.0,spring,2019-02-19,246,437,0,5
6,2019.0,spring,2019-02-20,43,293,0,5
6,2019.0,spring,2019-02-20,246,405,0,5
6,2019.0,spring,2019-02-20,437,278,0,5
6,2019.0,spring,2019-02-26,246,278,0,6
6,2019.0,spring,2019-02-26,293,405,0,6
6,2019.0,spring,2019-02-26,437,43,0,6
6,2019.0,spring,2019-02-27,43,278,0,6
6,2019.0,spring,2019-02-27,405,437,0,6
6,2019.0,spring,2019-02-27,246,293,0,6
6,2019.0,spring,2019-03-12,293,437,0,7
6,2019.0,spring,2019-03-12,43,246,0,7
6,2019.0,spring,2019-03-12,405,278,0,7
6,2019.0,spring,2019-03-13,437,246,0,7
6,2019.0,spring,2019-03-13,278,293,0,7
6,2019.0,spring,2019-03-13,405,43,0,7
6,2019.0,spring,2019-03-19,246,405,0,8
6,2019.0,spring,2019-03-19,437,278,0,8
6,2019.0,spring,2019-03-19,43,293,0,8
6,2019.0,summer,2019-06-11,43,440,0,1
6,2019.0,summer,2019-06-11,278,224,0,1
6,2019.0,summer,2019-06-11,142,293,0,1
6,2019.0,summer,2019-06-12,224,43,0,1
6,2019.0,summer,2019-06-12,293,440,0,1
6,2019.0,summer,2019-06-12,142,278,0,1
6,2019.0,summer,2019-06-18,224,142,0,2
6,2019.0,summer,2019-06-18,43,293,0,2
6,2019.0,summer,2019-06-18,440,278,0,2
6,2019.0,summer,2019-06-19,293,224,0,2
6,2019.0,summer,2019-06-19,142,440,0,2
6,2019.0,summer,2019-06-19,278,43,0,2
6,2019.0,summer,2019-06-25,43,142,0,3
6,2019.0,summer,2019-06-25,278,293,0,3
6,2019.0,summer,2019-06-25,440,224,0,3
6,2019.0,summer,2019-06-26,293,142,0,3
6,2019.0,summer,2019-06-26,440,43,0,3
6,2019.0,summer,2019-06-26,224,278,0,3
6,2019.0,summer,2019-07-02,440,293,0,4
6,2019.0,summer,2019-07-02,278,142,0,4
6,2019.0,summer,2019-07-02,43,224,0,4
6,2019.0,summer,2019-07-03,278,440,0,4
6,2019.0,summer,2019-07-03,142,224,0,4
6,2019.0,summer,2019-07-03,293,43,0,4
6,2019.0,summer,2019-07-09,43,278,0,5
6,2019.0,summer,2019-07-09,224,293,0,5
6,2019.0,summer,2019-07-09,440,142,0,5
6,2019.0,summer,2019-07-10,293,278,0,5
6,2019.0,summer,2019-07-10,224,440,0,5
6,2019.0,summer,2019-07-10,142,43,0,5
6,2019.0,summer,2019-07-16,142,293,0,6
6,2019.0,summer,2019-07-16,224,278,0,6
6,2019.0,summer,2019-07-16,43,440,0,6
6,2019.0,summer,2019-07-17,142,278,0,6
6,2019.0,summer,2019-07-17,224,43,0,6
6,2019.0,summer,2019-07-17,293,440,0,6
6,2019.0,summer,2019-07-23,440,278,0,7
6,2019.0,summer,2019-07-23,293,43,0,7
6,2019.0,summer,2019-07-23,224,142,0,7
6,2019.0,summer,2019-07-24,278,43,0,7
6,2019.0,summer,2019-07-24,142,440,0,7
6,2019.0,summer,2019-07-24,293,224,0,7
6,2019.0,summer,2019-07-30,440,224,0,8
6,2019.0,summer,2019-07-30,278,293,0,8
6,2019.0,summer,2019-07-30,43,142,0,8
6,2020.0,spring,2020-02-04,43,278,0,1
6,2020.0,spring,2020-02-04,259,246,0,1
6,2020.0,spring,2020-02-04,293,38,0,1
6,2020.0,spring,2020-02-05,246,43,0,1
6,2020.0,spring,2020-02-05,38,278,0,1
6,2020.0,spring,2020-02-05,293,259,0,1
6,2020.0,spring,2020-03-03,246,293,0,2
6,2020.0,spring,2020-03-03,43,38,0,2
6,2020.0,spring,2020-03-03,278,259,0,2
6,2020.0,spring,2020-03-04,38,246,0,2
6,2020.0,spring,2020-03-04,293,278,0,2
6,2020.0,spring,2020-03-04,259,43,0,2
6,2020.0,spring,2020-03-10,43,293,0,3
6,2020.0,spring,2020-03-10,259,38,0,3
6,2020.0,spring,2020-03-10,278,246,0,3
6,2020.0,spring,2020-03-11,38,293,0,3
6,2020.0,spring,2020-03-11,278,43,0,3
6,2020.0,spring,2020-03-11,246,259,0,3
6,2020.0,spring,2020-04-14,278,38,0,4
6,2020.0,spring,2020-04-14,259,293,0,4
6,2020.0,spring,2020-04-14,43,246,0,4
6,2020.0,spring,2020-04-15,259,278,0,4
6,2020.0,spring,2020-04-15,293,246,0,4
6,2020.0,spring,2020-04-15,38,43,0,4
6,2020.0,spring,2020-04-21,43,259,0,5
6,2020.0,spring,2020-04-21,246,38,0,5
6,2020.0,spring,2020-04-21,278,293,0,5
6,2020.0,spring,2020-04-22,38,259,0,5
6,2020.0,spring,2020-04-22,246,278,0,5
6,2020.0,spring,2020-04-22,293,43,0,5
6,2020.0,spring,2020-04-28,246,259,0,6
6,2020.0,spring,2020-04-28,43,278,0,6
6,2020.0,spring,2020-04-28,293,38,0,6
6,2020.0,spring,2020-04-29,293,259,0,6
6,2020.0,spring,2020-04-29,246,43,0,6
6,2020.0,spring,2020-04-29,38,278,0,6
6,2020.0,spring,2020-04-30,246,293,0,6
6,2020.0,spring,2020-04-30,278,259,0,6
6,2020.0,spring,2020-04-30,38,43,0,6
6,2020.0,spring,2020-05-05,293,278,0,7
6,2020.0,spring,2020-05-05,259,43,0,7
6,2020.0,spring,2020-05-05,38,246,0,7
6,2020.0,spring,2020-05-06,259,38,0,7
6,2020.0,spring,2020-05-06,43,293,0,7
6,2020.0,spring,2020-05-06,278,246,0,7
6,2020.0,summer,2020-06-09,246,43,0,1
6,2020.0,summer,2020-06-09,293,411,0,1
6,2020.0,summer,2020-06-09,278,224,0,1
6,2020.0,summer,2020-06-10,411,246,0,1
6,2020.0,summer,2020-06-10,224,43,0,1
6,2020.0,summer,2020-06-10,278,293,0,1
6,2020.0,summer,2020-06-16,411,278,0,2
6,2020.0,summer,2020-06-16,246,224,0,2
6,2020.0,summer,2020-06-16,43,293,0,2
6,2020.0,summer,2020-06-17,224,411,0,2
6,2020.0,summer,2020-06-17,278,43,0,2
6,2020.0,summer,2020-06-17,293,246,0,2
6,2020.0,summer,2020-06-23,246,278,0,3
6,2020.0,summer,2020-06-23,293,224,0,3
6,2020.0,summer,2020-06-23,43,411,0,3
6,2020.0,summer,2020-06-24,224,278,0,3
6,2020.0,summer,2020-06-24,43,246,0,3
6,2020.0,summer,2020-06-24,411,293,0,3
6,2020.0,summer,2020-06-30,43,224,0,4
6,2020.0,summer,2020-06-30,293,278,0,4
6,2020.0,summer,2020-06-30,246,411,0,4
6,2020.0,summer,2020-07-01,293,43,0,4
6,2020.0,summer,2020-07-01,278,411,0,4
6,2020.0,summer,2020-07-01,224,246,0,4
6,2020.0,summer,2020-07-07,246,293,0,5
6,2020.0,summer,2020-07-07,411,224,0,5
6,2020.0,summer,2020-07-07,43,278,0,5
6,2020.0,summer,2020-07-08,224,293,0,5
6,2020.0,summer,2020-07-08,411,43,0,5
6,2020.0,summer,2020-07-08,278,246,0,5
6,2020.0,summer,2020-07-14,411,293,0,6
6,2020.0,summer,2020-07-14,246,43,0,6
6,2020.0,summer,2020-07-14,278,224,0,6
6,2020.0,summer,2020-07-15,278,293,0,6
6,2020.0,summer,2020-07-15,411,246,0,6
6,2020.0,summer,2020-07-15,224,43,0,6
6,2020.0,summer,2020-07-21,411,278,0,7
6,2020.0,summer,2020-07-21,43,293,0,7
6,2020.0,summer,2020-07-21,224,246,0,7
6,2020.0,summer,2020-07-22,278,43,0,7
6,2020.0,summer,2020-07-22,293,246,0,7
6,2020.0,summer,2020-07-22,224,411,0,7
6,2020.0,summer,2020-07-28,293,224,0,8
6,2020.0,summer,2020-07-28,246,278,0,8
6,2020.0,summer,2020-07-28,43,411,0,8
7,2017.0,spring,2017-01-22,440,437,0,1
7,2017.0,spring,2017-01-22,85,110,0,1
7,2017.0,spring,2017-01-23,405,36,0,1
7,2017.0,spring,2017-01-23,197,43,0,1
7,2017.0,spring,2017-01-29,43,85,0,2
7,2017.0,spring,2017-01-29,197,440,0,2
7,2017.0,spring,2017-01-30,36,110,0,2
7,2017.0,spring,2017-01-30,405,437,0,2
7,2017.0,spring,2017-02-05,110,437,0,3
7,2017.0,spring,2017-02-05,43,36,0,3
7,2017.0,spring,2017-02-06,197,85,0,3
7,2017.0,spring,2017-02-06,440,405,0,3
7,2017.0,spring,2017-02-12,405,197,0,4
7,2017.0,spring,2017-02-12,43,110,0,4
7,2017.0,spring,2017-02-13,440,36,0,4
7,2017.0,spring,2017-02-13,85,437,0,4
7,2017.0,spring,2017-02-19,85,440,0,5
7,2017.0,spring,2017-02-19,110,197,0,5
7,2017.0,spring,2017-02-20,405,43,0,5
7,2017.0,spring,2017-02-20,437,36,0,5
7,2017.0,spring,2017-03-05,437,43,0,6
7,2017.0,spring,2017-03-05,85,405,0,6
7,2017.0,spring,2017-03-06,36,197,0,6
7,2017.0,spring,2017-03-06,110,440,0,6
7,2017.0,spring,2017-03-12,36,85,0,7
7,2017.0,spring,2017-03-12,110,405,0,7
7,2017.0,spring,2017-03-13,437,197,0,7
7,2017.0,spring,2017-03-13,440,43,0,7
7,2017.0,summer,2017-06-04,43,437,0,1
7,2017.0,summer,2017-06-04,201,142,0,1
7,2017.0,summer,2017-06-05,110,85,0,1
7,2017.0,summer,2017-06-05,246,440,0,1
7,2017.0,summer,2017-06-11,440,110,0,2
7,2017.0,summer,2017-06-11,85,246,0,2
7,2017.0,summer,2017-06-12,201,437,0,2
7,2017.0,summer,2017-06-12,142,43,0,2
7,2017.0,summer,2017-06-18,43,85,0,3
7,2017.0,summer,2017-06-18,246,142,0,3
7,2017.0,summer,2017-06-19,440,201,0,3
7,2017.0,summer,2017-06-19,437,110,0,3
7,2017.0,summer,2017-06-25,201,246,0,4
7,2017.0,summer,2017-06-25,43,110,0,4
7,2017.0,summer,2017-06-26,440,142,0,4
7,2017.0,summer,2017-06-26,85,437,0,4
7,2017.0,summer,2017-07-02,440,43,0,5
7,2017.0,summer,2017-07-02,110,246,0,5
7,2017.0,summer,2017-07-03,85,201,0,5
7,2017.0,summer,2017-07-03,437,142,0,5
7,2017.0,summer,2017-07-16,437,440,0,6
7,2017.0,summer,2017-07-16,142,85,0,6
7,2017.0,summer,2017-07-17,110,201,0,6
7,2017.0,summer,2017-07-17,246,43,0,6
7,2017.0,summer,2017-07-23,142,110,0,7
7,2017.0,summer,2017-07-23,43,201,0,7
7,2017.0,summer,2017-07-24,246,437,0,7
7,2017.0,summer,2017-07-24,85,440,0,7
7,2018.0,spring,2018-01-21,85,440,0,1
7,2018.0,spring,2018-01-21,110,36,0,1
7,2018.0,spring,2018-01-22,437,246,0,1
7,2018.0,spring,2018-01-22,43,142,0,1
7,2018.0,spring,2018-01-28,43,110,0,2
7,2018.0,spring,2018-01-28,246,85,0,2
7,2018.0,spring,2018-01-29,440,142,0,2
7,2018.0,spring,2018-01-29,36,437,0,2
7,2018.0,spring,2018-02-04,110,437,0,3
7,2018.0,spring,2018-02-04,246,440,0,3
7,2018.0,spring,2018-02-05,36,43,0,3
7,2018.0,spring,2018-02-05,142,85,0,3
7,2018.0,spring,2018-02-18,440,437,0,4
7,2018.0,spring,2018-02-18,36,142,0,4
7,2018.0,spring,2018-02-19,246,43,0,4
7,2018.0,spring,2018-02-19,85,110,0,4
7,2018.0,spring,2018-02-25,36,246,0,5
7,2018.0,spring,2018-02-25,440,43,0,5
7,2018.0,spring,2018-02-26,85,437,0,5
7,2018.0,spring,2018-02-26,142,110,0,5
7,2018.0,spring,2018-03-04,43,85,0,6
7,2018.0,spring,2018-03-04,437,142,0,6
7,2018.0,spring,2018-03-05,110,246,0,6
7,2018.0,spring,2018-03-05,440,36,0,6
7,2018.0,spring,2018-03-11,142,246,0,7
7,2018.0,spring,2018-03-11,110,440,0,7
7,2018.0,spring,2018-03-12,85,36,0,7
7,2018.0,spring,2018-03-12,437,43,0,7
7,2018.0,summer,2018-06-10,85,36,0,1
7,2018.0,summer,2018-06-10,440,142,0,1
7,2018.0,summer,2018-06-11,110,43,0,1
7,2018.0,summer,2018-06-11,208,303,0,1
7,2018.0,summer,2018-06-16,142,43,0,2
7,2018.0,summer,2018-06-16,440,85,0,2
7,2018.0,summer,2018-06-17,36,208,0,2
7,2018.0,summer,2018-06-17,303,110,0,2
7,2018.0,summer,2018-06-24,85,208,0,3
7,2018.0,summer,2018-06-24,110,142,0,3
7,2018.0,summer,2018-06-25,303,440,0,3
7,2018.0,summer,2018-06-25,43,36,0,3
7,2018.0,summer,2018-07-01,36,440,0,4
7,2018.0,summer,2018-07-01,208,142,0,4
7,2018.0,summer,2018-07-02,43,303,0,4
7,2018.0,summer,2018-07-02,110,85,0,4
7,2018.0,summer,2018-07-22,208,110,0,5
7,2018.0,summer,2018-07-22,36,303,0,5
7,2018.0,summer,2018-07-23,85,142,0,5
7,2018.0,summer,2018-07-23,43,440,0,5
7,2018.0,summer,2018-07-29,142,303,0,6
7,2018.0,summer,2018-07-29,440,208,0,6
7,2018.0,summer,2018-07-30,85,43,0,6
7,2018.0,summer,2018-07-30,36,110,0,6
7,2018.0,summer,2018-08-05,142,36,0,7
7,2018.0,summer,2018-08-05,440,110,0,7
7,2018.0,summer,2018-08-06,303,85,0,7
7,2018.0,summer,2018-08-06,43,208,0,7
7,2019.0,spring,2019-01-13,208,36,0,1
7,2019.0,spring,2019-01-13,440,284,0,1
7,2019.0,spring,2019-01-13,142,411,0,1
7,2019.0,spring,2019-01-13,85,110,0,1
7,2019.0,spring,2019-01-14,284,36,0,1
7,2019.0,spring,2019-01-14,440,110,0,1
7,2019.0,spring,2019-01-14,411,85,0,1
7,2019.0,spring,2019-01-14,208,142,0,1
7,2019.0,spring,2019-01-20,411,110,0,2
7,2019.0,spring,2019-01-20,85,142,0,2
7,2019.0,spring,2019-01-20,284,208,0,2
7,2019.0,spring,2019-01-20,440,36,0,2
7,2019.0,spring,2019-01-21,284,142,0,2
7,2019.0,spring,2019-01-21,411,208,0,2
7,2019.0,spring,2019-01-21,110,36,0,2
7,2019.0,spring,2019-01-21,440,85,0,2
7,2019.0,spring,2019-01-27,440,142,0,3
7,2019.0,spring,2019-01-27,411,36,0,3
7,2019.0,spring,2019-01-27,208,85,0,3
7,2019.0,spring,2019-01-27,110,284,0,3
7,2019.0,spring,2019-01-28,85,36,0,3
7,2019.0,spring,2019-01-28,110,142,0,3
7,2019.0,spring,2019-01-28,208,440,0,3
7,2019.0,spring,2019-01-28,411,284,0,3
7,2019.0,spring,2019-02-03,208,110,0,4
7,2019.0,spring,2019-02-03,85,284,0,4
7,2019.0,spring,2019-02-03,142,36,0,4
7,2019.0,spring,2019-02-03,411,440,0,4
7,2019.0,spring,2019-02-04,36,208,0,4
7,2019.0,spring,2019-02-04,411,142,0,4
7,2019.0,spring,2019-02-04,284,440,0,4
7,2019.0,spring,2019-02-04,110,85,0,4
7,2019.0,spring,2019-02-10,85,411,0,5
7,2019.0,spring,2019-02-10,110,440,0,5
7,2019.0,spring,2019-02-10,36,284,0,5
7,2019.0,spring,2019-02-11,142,85,0,5
7,2019.0,spring,2019-02-11,36,440,0,5
7,2019.0,spring,2019-02-11,208,284,0,5
7,2019.0,spring,2019-02-11,110,411,0,5
7,2019.0,spring,2019-02-12,142,208,0,5
7,2019.0,spring,2019-02-17,142,284,0,6
7,2019.0,spring,2019-02-17,36,110,0,6
7,2019.0,spring,2019-02-17,85,440,0,6
7,2019.0,spring,2019-02-17,208,411,0,6
7,2019.0,spring,2019-02-18,284,110,0,6
7,2019.0,spring,2019-02-18,85,208,0,6
7,2019.0,spring,2019-02-18,36,411,0,6
7,2019.0,spring,2019-02-18,142,440,0,6
7,2019.0,spring,2019-02-24,440,208,0,7
7,2019.0,spring,2019-02-24,284,411,0,7
7,2019.0,spring,2019-02-24,142,110,0,7
7,2019.0,spring,2019-02-24,36,85,0,7
7,2019.0,spring,2019-02-25,440,411,0,7
7,2019.0,spring,2019-02-25,284,85,0,7
7,2019.0,spring,2019-02-25,36,142,0,7
7,2019.0,spring,2019-02-25,110,208,0,7
7,2019.0,spring,2019-03-09,142,411,0,8
7,2019.0,spring,2019-03-09,440,284,0,8
7,2019.0,spring,2019-03-09,110,85,0,8
7,2019.0,spring,2019-03-09,208,36,0,8
7,2019.0,spring,2019-03-10,440,110,0,8
7,2019.0,spring,2019-03-10,208,142,0,8
7,2019.0,spring,2019-03-10,284,36,0,8
7,2019.0,spring,2019-03-10,85,411,0,8
7,2019.0,spring,2019-03-11,208,284,0,8
7,2019.0,spring,2019-03-11,411,110,0,8
7,2019.0,spring,2019-03-11,36,440,0,8
7,2019.0,spring,2019-03-11,85,142,0,8
7,2019.0,spring,2019-03-17,440,85,0,9
7,2019.0,spring,2019-03-17,110,36,0,9
7,2019.0,spring,2019-03-17,284,142,0,9
7,2019.0,spring,2019-03-17,208,411,0,9
7,2019.0,spring,2019-03-18,110,284,0,9
7,2019.0,spring,2019-03-18,85,208,0,9
7,2019.0,spring,2019-03-18,36,411,0,9
7,2019.0,spring,2019-03-18,142,440,0,9
7,2019.0,spring,2019-03-24,36,85,0,10
7,2019.0,spring,2019-03-24,411,284,0,10
7,2019.0,spring,2019-03-24,110,142,0,10
7,2019.0,spring,2019-03-24,440,208,0,10
7,2019.0,spring,2019-03-25,142,36,0,10
7,2019.0,spring,2019-03-25,411,440,0,10
7,2019.0,spring,2019-03-25,208,110,0,10
7,2019.0,spring,2019-03-25,85,284,0,10
7,2019.0,summer,2019-06-02,208,437,0,1
7,2019.0,summer,2019-06-02,284,110,0,1
7,2019.0,summer,2019-06-02,85,411,0,1
7,2019.0,summer,2019-06-02,246,36,0,1
7,2019.0,summer,2019-06-03,437,110,0,1
7,2019.0,summer,2019-06-03,284,246,0,1
7,2019.0,summer,2019-06-03,411,36,0,1
7,2019.0,summer,2019-06-03,85,208,0,1
7,2019.0,summer,2019-06-09,411,246,0,2
7,2019.0,summer,2019-06-09,36,85,0,2
7,2019.0,summer,2019-06-09,110,208,0,2
7,2019.0,summer,2019-06-09,437,284,0,2
7,2019.0,summer,2019-06-10,85,110,0,2
7,2019.0,summer,2019-06-10,208,411,0,2
7,2019.0,summer,2019-06-10,246,437,0,2
7,2019.0,summer,2019-06-10,284,36,0,2
7,2019.0,summer,2019-06-16,85,284,0,3
7,2019.0,summer,2019-06-16,437,411,0,3
7,2019.0,summer,2019-06-16,36,208,0,3
7,2019.0,summer,2019-06-16,110,246,0,3
7,2019.0,summer,2019-06-17,36,437,0,3
7,2019.0,summer,2019-06-17,246,85,0,3
7,2019.0,summer,2019-06-17,208,284,0,3
7,2019.0,summer,2019-06-17,411,110,0,3
7,2019.0,summer,2019-06-23,208,246,0,4
7,2019.0,summer,2019-06-23,110,36,0,4
7,2019.0,summer,2019-06-23,437,85,0,4
7,2019.0,summer,2019-06-23,284,411,0,4
7,2019.0,summer,2019-06-24,437,208,0,4
7,2019.0,summer,2019-06-24,411,85,0,4
7,2019.0,summer,2019-06-24,110,284,0,4
7,2019.0,summer,2019-06-24,36,246,0,4
7,2019.0,summer,2019-06-30,36,411,0,5
7,2019.0,summer,2019-06-30,208,85,0,5
7,2019.0,summer,2019-06-30,246,284,0,5
7,2019.0,summer,2019-06-30,110,437,0,5
7,2019.0,summer,2019-07-01,85,36,0,5
7,2019.0,summer,2019-07-01,284,437,0,5
7,2019.0,summer,2019-07-01,208,110,0,5
7,2019.0,summer,2019-07-01,246,411,0,5
7,2019.0,summer,2019-07-07,110,85,0,6
7,2019.0,summer,2019-07-07,437,246,0,6
7,2019.0,summer,2019-07-07,36,284,0,6
7,2019.0,summer,2019-07-07,411,208,0,6
7,2019.0,summer,2019-07-08,246,110,0,6
7,2019.0,summer,2019-07-08,208,36,0,6
7,2019.0,summer,2019-07-08,411,437,0,6
7,2019.0,summer,2019-07-08,284,85,0,6
7,2019.0,summer,2019-07-14,284,208,0,7
7,2019.0,summer,2019-07-14,110,411,0,7
7,2019.0,summer,2019-07-14,85,246,0,7
7,2019.0,summer,2019-07-14,437,36,0,7
7,2019.0,summer,2019-07-15,411,284,0,7
7,2019.0,summer,2019-07-15,36,110,0,7
7,2019.0,summer,2019-07-15,85,437,0,7
7,2019.0,summer,2019-07-15,246,208,0,7
7,2019.0,summer,2019-07-21,85,411,0,8
7,2019.0,summer,2019-07-21,284,110,0,8
7,2019.0,summer,2019-07-21,246,36,0,8
7,2019.0,summer,2019-07-21,208,437,0,8
7,2019.0,summer,2019-07-22,284,246,0,8
